USER_CODE,BTH_YR,GENDER,AGE
1489875,2001,2,21
994168,1978,2,44
283612,1964,2,58
1725878,1971,1,51
1490461,1961,1,61
332911,1971,1,51
375039,1974,1,48
1905011,1978,2,44
326768,1993,2,29
1795061,1976,2,46
1039864,1988,2,34
1900536,1984,1,38
1100981,1989,1,33
1025061,1994,2,28
1200690,1966,2,56
1070726,1978,2,44
977838,1973,2,49
1124896,1987,1,35
1571044,1987,1,35
1785926,1969,2,53
1179572,1975,2,47
467231,1979,2,43
306039,1985,1,37
1939909,1974,2,48
848274,1972,1,50
1808883,1996,1,26
789330,1982,2,40
1514833,1991,1,31
963586,1978,1,44
125343,1990,1,32
585402,1958,1,64
1049973,1974,2,48
1012462,1977,1,45
170712,1987,1,35
1046342,1972,1,50
1645851,1985,1,37
168037,1974,2,48
1066560,2010,2,12
1449554,1970,1,52
669235,1980,2,42
623214,1999,1,23
1842898,2000,1,22
565077,1972,1,50
32687,1972,2,50
710887,1974,1,48
1417587,1982,2,40
942799,1978,1,44
384678,1979,1,43
644600,1982,1,40
1264725,1992,2,30
1856768,1979,1,43
840001,1964,1,58
853949,1962,1,60
1948447,1989,2,33
234126,1977,1,45
1121660,1995,2,27
1054107,1992,1,30
569274,1979,1,43
1512049,1959,1,63
4949,1982,1,40
1386470,1983,1,39
67573,1972,2,50
878088,1998,2,24
1160863,1957,2,65
431368,1969,1,53
1761954,1975,2,47
318480,1996,2,26
236483,1990,1,32
1233137,1994,1,28
185972,1979,2,43
1090375,1999,2,23
1447203,1981,1,41
1353008,1973,1,49
1033639,1967,1,55
529916,1987,1,35
363907,1993,1,29
395368,1993,1,29
875532,1991,2,31
1818094,1976,1,46
986663,1995,1,27
441960,1958,2,64
410700,1987,1,35
641430,1967,2,55
1505416,1995,1,27
1749042,1989,2,33
1044984,1980,2,42
96894,2010,2,12
1956550,1976,2,46
1211556,1968,1,54
744031,1990,2,32
355663,2000,1,22
1098653,1967,1,55
1168641,1985,2,37
1085277,1989,2,33
994512,1973,2,49
796573,1969,2,53
498737,1991,1,31
824866,1986,2,36
425608,1976,1,46
1379177,1963,2,59
295923,1971,1,51
1191154,1988,1,34
1897539,1979,2,43
1763772,1991,1,31
314031,1982,1,40
432486,1984,1,38
205021,1997,2,25
1502320,1987,2,35
1289967,1976,2,46
1903199,1993,1,29
1412659,1974,1,48
1038922,1970,2,52
424530,1957,2,65
1734615,1971,1,51
1401700,1988,2,34
983006,1971,2,51
421671,1993,1,29
1956868,1981,1,41
1608817,1962,2,60
812784,1978,1,44
89367,1985,2,37
1093790,1991,2,31
67524,1985,2,37
339188,1957,2,65
749138,2000,1,22
1734634,1968,2,54
163798,1961,2,61
1692140,1967,1,55
286401,1980,1,42
436446,1966,2,56
1728168,1971,1,51
72566,1996,1,26
323611,1992,2,30
1395528,1989,2,33
786338,1998,2,24
477159,1997,2,25
1188398,1977,2,45
794994,1999,1,23
340449,1997,2,25
881309,1998,2,24
422137,1974,1,48
1935346,1973,1,49
1835842,1988,1,34
1599281,1980,1,42
712453,1981,2,41
726914,1975,2,47
1478138,1977,1,45
994087,1971,2,51
1907632,1967,2,55
694036,1983,1,39
1820117,2000,1,22
1375866,1988,1,34
1175053,1970,1,52
701925,1987,2,35
64063,1972,2,50
1224405,1998,2,24
988240,1982,2,40
1182364,1985,1,37
818620,1976,1,46
131136,1962,2,60
21283,1977,2,45
1940344,1978,2,44
1415885,1991,2,31
877880,1969,2,53
37765,1980,2,42
1195774,1979,1,43
864582,2005,2,17
138751,1975,2,47
1769360,1979,1,43
1262346,1999,1,23
76787,1998,1,24
882257,1987,1,35
1007810,1986,1,36
1512936,1979,2,43
1188302,1984,2,38
1170088,1991,2,31
1003609,1966,2,56
1397721,1978,2,44
1220920,2009,2,13
1762625,1982,1,40
1515711,2006,1,16
1804950,1974,2,48
297346,1970,2,52
144791,2000,1,22
1809556,1965,1,57
804142,1993,1,29
1430106,1990,2,32
604043,1990,1,32
659969,2010,1,12
281299,1987,1,35
143275,1987,2,35
1622251,1985,2,37
674791,1960,2,62
533462,1982,1,40
1245909,1964,2,58
1563776,1981,1,41
1048237,1963,1,59
1250688,1981,1,41
1443985,1982,1,40
1230630,1965,2,57
71192,1977,1,45
1356685,1987,2,35
1069010,1986,1,36
329303,1993,1,29
762164,1964,2,58
1735044,1958,1,64
1446038,1989,2,33
612585,1988,2,34
237297,1994,1,28
733517,1995,1,27
1661051,1993,1,29
252350,1988,2,34
1430651,1983,1,39
1235685,1961,2,61
1922657,1985,1,37
1529209,1978,2,44
1561359,1984,1,38
351147,1989,1,33
1129011,1982,1,40
945276,1984,1,38
1847133,1984,2,38
62760,1988,1,34
664611,1982,2,40
824678,1967,2,55
547014,1985,1,37
509065,1969,1,53
1646527,1997,2,25
1180749,1962,1,60
772702,1972,1,50
1799558,1966,1,56
1138320,1994,1,28
1698810,1965,2,57
1477378,1961,1,61
1541631,1985,2,37
1543931,1977,2,45
788371,1975,2,47
60839,1998,2,24
607964,1977,2,45
316927,1970,1,52
1642400,1975,1,47
114765,1982,1,40
940907,1993,1,29
1580656,1957,2,65
1402774,1990,2,32
1483607,1987,2,35
1311057,1967,2,55
1154106,1980,2,42
1934515,1983,1,39
1170243,1979,2,43
1698714,1980,1,42
1813290,2010,1,12
637943,1997,1,25
1464112,1976,1,46
558100,1997,2,25
1129035,1959,1,63
858259,1959,1,63
666636,1959,2,63
690454,1979,2,43
1859283,1982,1,40
523169,1966,1,56
1436220,1967,1,55
1407574,1992,1,30
1302005,1970,1,52
1013389,1981,2,41
476676,1970,1,52
962999,1967,2,55
66391,1979,2,43
1897665,1965,1,57
484946,1987,1,35
374912,1985,1,37
156255,2007,1,15
560630,1990,1,32
1380259,1984,1,38
1937909,1977,1,45
1395857,2001,2,21
1139331,1981,2,41
582038,1976,1,46
218131,1959,1,63
1336565,1973,2,49
517999,1964,2,58
1811742,2000,2,22
39499,1990,2,32
1745196,1975,2,47
880783,1971,2,51
106598,1985,2,37
1538259,1985,2,37
756592,1992,1,30
90455,1988,2,34
1295990,1985,2,37
1090954,1993,1,29
1748360,1967,1,55
1527428,1975,2,47
7435,2000,2,22
1015413,1967,2,55
1120562,1993,2,29
677302,1992,2,30
572885,1974,1,48
266969,1979,1,43
1022802,1975,1,47
1535719,1983,1,39
99983,1988,1,34
1736365,1977,1,45
198037,1984,2,38
1314197,1968,2,54
1284547,1985,1,37
353044,1971,2,51
536518,1960,1,62
704865,1971,1,51
1593733,1982,1,40
1207588,1958,2,64
1444371,1988,1,34
166998,2001,1,21
674768,1985,1,37
386257,1982,1,40
1268852,1962,2,60
1515413,1975,1,47
158364,1984,2,38
1504924,2000,2,22
516226,1991,1,31
361362,1977,2,45
1345054,1973,1,49
1922091,1968,2,54
1702667,1976,1,46
739966,1982,1,40
763847,2002,2,20
1955136,1993,1,29
377322,1972,1,50
572119,1978,1,44
1402217,1977,1,45
571365,1989,1,33
987566,1985,1,37
1155331,1959,1,63
101100,1993,2,29
547232,1986,1,36
290495,1968,2,54
520554,1980,1,42
1813329,1972,2,50
193257,1973,1,49
1391135,1979,1,43
902615,1978,2,44
1866994,1976,1,46
1787389,1977,2,45
1104217,1989,1,33
1857908,1980,1,42
1615551,1996,2,26
1767584,1963,2,59
1575992,1970,1,52
1427949,1992,1,30
121470,1974,2,48
340255,2004,2,18
709617,1966,2,56
993721,1974,1,48
1080274,1993,1,29
424430,1979,2,43
614594,1993,2,29
1057749,2002,1,20
187246,1984,1,38
111165,1998,2,24
877305,1967,1,55
981061,1970,2,52
95924,1988,2,34
1819980,1995,2,27
1134985,1969,1,53
796988,2003,2,19
602055,1969,1,53
1696149,1987,2,35
168312,1984,1,38
436832,1974,2,48
1538535,1962,1,60
1210733,1968,1,54
420721,1975,2,47
107463,1974,1,48
1528782,1976,2,46
1825823,1998,2,24
1707848,1964,2,58
1706299,1988,1,34
1928125,1958,1,64
543553,1990,1,32
1833609,1985,2,37
1153491,1981,1,41
639588,1973,2,49
1125895,1977,1,45
760752,1991,1,31
1880243,1984,2,38
1559783,1991,1,31
920029,1989,1,33
59259,1999,2,23
1214695,1970,2,52
1414286,1967,2,55
65474,1958,2,64
254827,1985,1,37
1091664,1988,1,34
1539803,1990,1,32
1450901,1992,1,30
1691329,1990,2,32
1703661,1991,1,31
1502866,1965,1,57
1052388,1990,2,32
1871261,1992,1,30
686777,1971,1,51
1916475,1982,1,40
72275,1970,1,52
41228,1960,2,62
607160,1982,2,40
923543,1973,1,49
9179,1977,2,45
1240689,1985,1,37
1565868,1979,1,43
1023788,1975,1,47
807696,1991,1,31
1107449,1986,2,36
1090396,1966,2,56
835533,1968,1,54
790731,1963,1,59
608482,1992,1,30
989821,2001,1,21
1677311,1981,1,41
1223797,1971,2,51
1496409,1996,2,26
209916,1996,2,26
556022,1969,1,53
778585,1983,2,39
1694657,1983,2,39
1919,1982,2,40
768202,1994,1,28
1349579,1981,2,41
435222,1976,2,46
162748,1969,2,53
788061,2001,1,21
187448,1968,2,54
818078,1990,1,32
1948975,1968,2,54
768587,1965,2,57
853850,1964,2,58
339429,1969,2,53
1407394,1972,1,50
473788,1994,1,28
361927,1980,2,42
843017,1963,1,59
1780440,1977,1,45
457747,1979,1,43
1284193,1987,2,35
783628,1981,2,41
1557999,1965,2,57
1239152,1986,2,36
1808726,1983,2,39
203779,1966,2,56
346505,1972,2,50
446017,1971,1,51
1695048,1961,2,61
762645,1969,1,53
526773,1962,2,60
1404806,1988,1,34
1462631,1982,1,40
1875277,1979,1,43
411952,1976,2,46
1817467,1982,1,40
1095856,1970,1,52
950136,1991,2,31
466120,1978,2,44
42302,1975,1,47
511700,1982,2,40
1579131,1975,1,47
1102800,1962,1,60
1832990,1973,1,49
1840652,1991,1,31
1201490,1972,1,50
1707664,1971,1,51
909808,1962,2,60
455538,1968,2,54
1006557,1983,1,39
781197,2002,1,20
848775,1974,2,48
1579122,1988,1,34
337452,1981,2,41
347702,1998,1,24
680580,1996,2,26
1116578,1973,2,49
665669,1967,1,55
1146813,1981,1,41
1017477,1973,2,49
130779,1972,2,50
1086074,1973,2,49
199676,1975,1,47
561919,1986,1,36
1852213,2009,2,13
1136954,1980,2,42
1756996,1974,1,48
146305,1984,1,38
819705,1963,2,59
1493019,1987,2,35
1744430,1994,2,28
446122,1985,1,37
1030050,2004,1,18
956815,2005,2,17
443665,1980,1,42
508536,2003,1,19
752292,1971,2,51
1391304,1970,2,52
1593742,1993,2,29
656382,1993,1,29
521253,1962,2,60
728699,1976,2,46
1753725,2001,1,21
1077729,1958,2,64
1045122,1995,2,27
1908413,1981,2,41
1192926,1975,2,47
667016,1975,1,47
83217,1996,1,26
269102,1962,1,60
1773491,1975,2,47
743089,1987,2,35
1371197,1981,1,41
909721,1981,1,41
1655325,2010,2,12
302055,1963,2,59
267398,1978,2,44
1304979,1987,1,35
1591164,1979,2,43
1760511,1966,2,56
1116628,1980,1,42
942442,1968,2,54
1579277,1971,1,51
206111,1987,1,35
1862221,1990,1,32
500725,1969,1,53
722041,1971,2,51
1377717,1990,1,32
990207,1982,1,40
670823,1978,1,44
553717,1968,2,54
1353259,1988,1,34
461096,2007,2,15
1024877,1982,2,40
1600338,1967,1,55
639550,1967,1,55
1263552,1988,2,34
54305,1996,1,26
309476,1991,1,31
1436834,1982,1,40
500520,1998,2,24
650905,1996,2,26
1483123,1968,1,54
1394783,1986,1,36
741095,1988,1,34
1852233,1987,1,35
1751870,1971,1,51
396707,1974,1,48
380135,1992,2,30
824278,1980,1,42
445003,1982,1,40
1637490,1996,2,26
544305,1990,2,32
1177827,1969,2,53
1316379,1995,1,27
1124648,1959,1,63
1194059,1988,1,34
915338,1992,1,30
202017,1972,1,50
653610,1970,2,52
1233370,1975,2,47
668891,1970,1,52
1528179,1984,1,38
460290,1964,2,58
877915,1991,1,31
627727,1992,2,30
168089,1983,1,39
381170,1982,1,40
20630,1964,2,58
126921,1994,2,28
1604624,1993,1,29
902817,1960,2,62
1509041,1992,2,30
736376,1992,1,30
1618339,1962,1,60
584691,1961,2,61
846069,1973,1,49
1905269,1977,1,45
1858342,2010,1,12
377382,1985,2,37
1403971,1967,1,55
1476101,1959,2,63
746661,1969,2,53
1446703,1991,2,31
577782,1983,2,39
639172,1989,1,33
402924,1976,2,46
1814928,1959,2,63
1315962,1983,1,39
805816,1986,2,36
1249804,1990,2,32
250631,1975,1,47
101144,1971,1,51
749377,1966,1,56
729507,1972,1,50
1459112,1964,1,58
1551079,1998,2,24
180676,1970,1,52
1123826,2004,1,18
993546,1990,2,32
1779192,1982,1,40
1448035,1977,2,45
979404,1981,1,41
1303734,1978,2,44
1074004,1985,1,37
1447522,1962,1,60
100460,1994,2,28
1834914,1957,1,65
1946122,1990,2,32
234167,1982,2,40
1021763,1991,2,31
539114,1970,2,52
1462711,1996,2,26
1016871,1981,2,41
1522895,1996,2,26
1623479,1972,2,50
401358,1964,1,58
897828,1959,2,63
918106,1985,1,37
1043547,1961,1,61
1337017,1994,1,28
451369,1979,1,43
201207,1987,1,35
1849988,2004,2,18
281433,1961,2,61
494366,1967,1,55
1223006,1981,1,41
50913,1972,1,50
1495028,2010,2,12
1239911,1997,1,25
1743468,1992,1,30
1030526,1971,1,51
7866,1994,2,28
1161554,1992,1,30
615897,1965,2,57
952388,1983,2,39
757277,1984,1,38
1077797,1972,2,50
1733208,1982,2,40
924699,1972,1,50
25045,1997,2,25
204581,1986,1,36
415657,1975,2,47
810728,1980,1,42
1324552,1980,1,42
415623,1972,2,50
632748,1979,1,43
1054023,1977,1,45
342508,1972,2,50
1776422,1978,1,44
1779289,1980,2,42
1092212,1995,1,27
1830714,1974,1,48
1474334,1990,2,32
1871456,1962,1,60
173416,1984,2,38
1412121,1966,1,56
1590279,1990,2,32
1822281,1994,1,28
1889843,1984,2,38
289222,1989,2,33
73925,1978,1,44
1352725,1991,1,31
1906894,1991,2,31
1068401,1973,1,49
1788433,1973,1,49
1031502,1980,1,42
367115,1992,1,30
195383,1967,1,55
1954405,1973,1,49
158065,1987,1,35
336058,1981,1,41
1806661,1978,1,44
1126584,1976,2,46
699181,1986,1,36
205700,1981,2,41
395363,1959,1,63
619785,1992,2,30
1228521,1964,1,58
1813825,1976,2,46
1166975,2010,1,12
1275916,1998,1,24
247217,1959,1,63
842322,1966,2,56
1473383,1991,2,31
1533174,1964,2,58
836428,1982,1,40
1547341,1959,1,63
746238,2010,2,12
630130,2001,2,21
724419,1973,2,49
166675,1976,1,46
278446,1987,1,35
1101927,1983,1,39
1206307,1976,2,46
244148,1975,2,47
1647838,1988,2,34
489538,1975,2,47
1634822,1982,2,40
1777171,1965,2,57
9403,1971,1,51
713474,1968,1,54
636178,1966,2,56
1716646,1996,2,26
1570109,1960,2,62
1484446,1970,2,52
440173,1984,2,38
838716,1996,1,26
98517,1968,2,54
1284327,1975,1,47
124523,2000,1,22
953679,1989,1,33
425834,1986,1,36
1506551,2002,2,20
1263274,2001,1,21
1325477,1965,2,57
1912023,1979,2,43
42473,1989,1,33
1870700,1969,2,53
1266999,1963,2,59
1029292,1977,1,45
211690,1992,1,30
1159821,1963,1,59
92065,1961,1,61
1363705,1960,1,62
754783,1975,1,47
1693117,1966,1,56
864949,1999,1,23
28691,1989,2,33
156056,1962,2,60
1063032,1986,1,36
148506,1962,2,60
35823,1965,2,57
325519,1978,1,44
1439067,1971,2,51
1537928,1976,1,46
113403,1966,2,56
443542,1987,1,35
1026053,2000,2,22
574704,1960,2,62
1390685,1994,1,28
1865076,1989,1,33
1355536,1989,2,33
37213,1992,2,30
1072345,1965,2,57
263076,1983,2,39
590695,1989,2,33
402794,2009,2,13
1721019,1973,1,49
302173,1994,1,28
1716582,1983,2,39
15598,1986,1,36
18543,2004,2,18
349509,1965,1,57
1508890,1980,2,42
684429,1962,1,60
811086,1982,1,40
820847,1968,2,54
1492532,1989,1,33
906412,1995,2,27
1647143,1989,1,33
497722,1987,2,35
1351762,2005,2,17
166730,1977,2,45
1665863,1963,2,59
1086814,1993,1,29
264371,1973,1,49
1351454,2001,1,21
1039217,1979,2,43
587237,1981,1,41
402785,1964,1,58
1677989,1992,2,30
33632,1988,2,34
372826,2003,1,19
43110,1972,1,50
1802656,1978,1,44
38119,1986,1,36
92196,1969,2,53
571362,1993,1,29
159756,1961,1,61
652049,1959,2,63
341189,1967,1,55
1650220,1960,2,62
797215,1971,1,51
609414,1957,1,65
1534235,1974,1,48
1148055,1973,2,49
168593,1989,2,33
1810520,1990,2,32
866336,1992,2,30
272219,1974,2,48
1012955,1968,2,54
62641,2001,1,21
1456882,1988,1,34
1703844,2001,2,21
560881,1991,1,31
106882,1974,2,48
338781,1994,2,28
1091954,1981,1,41
569071,1967,1,55
1917860,1989,2,33
296175,1987,2,35
1307773,1968,2,54
1343380,1993,1,29
988498,1989,2,33
78567,1986,1,36
1316692,1988,2,34
1792261,1989,2,33
504046,1982,2,40
1925124,1983,1,39
189088,2007,2,15
528160,1993,2,29
627133,1993,1,29
359734,1998,1,24
1375759,1971,2,51
846029,1997,1,25
784443,1982,2,40
1896130,1988,1,34
1005236,1976,2,46
1906247,1994,2,28
364635,1972,2,50
287840,1981,1,41
543700,1972,2,50
1267664,1993,1,29
973820,1993,2,29
388261,1991,1,31
440179,1972,2,50
1697805,1982,1,40
282591,1985,1,37
460267,1981,2,41
29720,1974,2,48
305912,1982,1,40
670641,2003,2,19
1040767,1974,2,48
605003,1964,2,58
1376503,1980,2,42
802106,1999,1,23
942907,1979,2,43
911820,1959,2,63
504975,1962,2,60
1393681,1981,2,41
29059,1996,2,26
1051067,1990,2,32
1755721,1993,2,29
37411,1988,1,34
1334271,1996,1,26
8980,1965,1,57
1073291,1990,1,32
137546,1995,2,27
1197674,1976,2,46
1794270,1985,2,37
991952,1991,1,31
970588,1982,1,40
738010,1994,1,28
335553,1964,1,58
924638,1995,2,27
28105,1988,1,34
1430146,1989,2,33
5001,1986,1,36
1371212,1962,1,60
1032060,1989,2,33
510360,1958,1,64
1477401,1979,1,43
1769517,1997,2,25
1653409,1976,1,46
1161987,1990,1,32
1074721,1977,2,45
852004,1960,1,62
1447884,1965,2,57
1791543,1989,1,33
1624747,1994,1,28
579654,1973,1,49
107289,1985,2,37
961465,1992,2,30
194780,1963,2,59
42589,1978,1,44
1663656,1965,2,57
248970,1965,1,57
111269,1969,2,53
424226,1964,2,58
849102,2002,2,20
1297075,1978,2,44
808891,2010,2,12
238881,1985,2,37
445238,1975,1,47
1685187,2003,1,19
1304249,1985,2,37
808895,1991,2,31
1521466,2002,1,20
766092,1984,2,38
1826250,1965,2,57
1357914,1976,1,46
716314,1972,1,50
1648159,1993,2,29
1348021,1979,1,43
565133,1981,2,41
1868619,1994,1,28
223597,1964,2,58
152124,1968,1,54
1397479,2000,2,22
738133,1977,2,45
1811201,1999,1,23
1268109,1984,1,38
1568669,1987,1,35
1071023,1985,2,37
678375,1997,1,25
1464839,1973,2,49
13681,1970,2,52
1245104,1981,2,41
1912629,1973,2,49
1346257,1963,1,59
1609330,1997,1,25
1709732,1962,1,60
553089,1978,2,44
322549,1993,1,29
1306021,1957,2,65
1605821,1993,2,29
910438,1993,1,29
313095,1975,1,47
1330725,1987,2,35
365696,1978,1,44
1080871,1997,2,25
873348,1984,1,38
869446,1995,2,27
470692,1987,2,35
1506821,1959,2,63
402957,1986,2,36
10038,1973,1,49
1004160,1980,2,42
621606,1963,1,59
1854843,1965,2,57
873160,1957,2,65
520257,1964,2,58
794339,1985,1,37
29680,1970,2,52
1808237,1990,1,32
1315379,1962,2,60
964284,1958,2,64
1157776,1989,2,33
1149584,1984,1,38
1127500,1983,2,39
639174,1996,1,26
686349,1985,1,37
1904891,1989,2,33
1735011,1959,2,63
1927598,1970,1,52
423911,1983,1,39
338751,1957,2,65
237712,2000,2,22
370374,2002,2,20
1357316,1977,1,45
1246272,1991,1,31
958037,1977,2,45
812193,1974,2,48
1517356,1975,2,47
861863,2000,2,22
984496,1982,2,40
790900,1967,1,55
1430179,1986,2,36
1241777,1991,2,31
250838,1999,2,23
1218197,1984,2,38
541670,1960,1,62
1864910,1976,1,46
1792127,2010,2,12
695421,1965,1,57
147055,2010,1,12
803272,2003,1,19
1860692,1963,1,59
591568,1997,1,25
1282086,1992,2,30
443282,2006,2,16
1416136,1987,2,35
948728,1988,1,34
1437672,1959,2,63
352185,1959,1,63
1693166,1993,2,29
181704,1975,1,47
1529705,2008,1,14
1364142,1992,1,30
1811792,1994,2,28
291912,1972,1,50
485483,1978,1,44
898865,1981,1,41
860085,1957,2,65
1629462,1988,2,34
1173954,1968,1,54
1944144,1978,1,44
108285,1992,2,30
697665,1972,1,50
461109,2004,1,18
1824999,1969,2,53
1627595,1992,1,30
546533,1992,1,30
295817,1971,1,51
1788778,1980,2,42
662677,1991,2,31
371203,1972,1,50
78140,1985,1,37
1319074,1980,2,42
1081507,1987,2,35
351522,1972,1,50
201057,1995,2,27
908752,1960,1,62
1499620,1965,1,57
1711664,1994,2,28
754156,1985,2,37
100352,1971,1,51
1616962,1983,1,39
1338096,1962,2,60
1875922,1993,2,29
459561,1988,1,34
1257468,1962,2,60
749329,1991,2,31
1916538,1979,1,43
1952834,1997,2,25
1598087,1979,1,43
700051,1969,2,53
414682,1985,1,37
716532,1978,1,44
1527710,1988,1,34
1911102,1983,2,39
1311642,1998,1,24
1760719,1971,2,51
1073707,1979,2,43
1672781,1961,1,61
1786380,1987,1,35
759822,1998,1,24
1345525,2010,2,12
161693,1974,2,48
734226,1978,1,44
1605554,1995,1,27
760918,2000,1,22
1106724,1984,1,38
1168366,1978,1,44
1279971,1967,1,55
348769,1984,2,38
960720,1974,1,48
1514929,1959,1,63
1873001,2007,1,15
1795193,1983,2,39
1710433,1979,2,43
1649776,1991,1,31
520401,1961,2,61
656267,1981,2,41
1943974,1973,2,49
696996,1994,2,28
324109,1980,2,42
582197,1971,1,51
