PRODUCT_RATE_PK,PRODUCT_CODE,AGE,GENDER,RATE,PY,GY,SD,MR,COMPANY_INDEX,PRODUCT_INDEX,CNT_INDEX,HIT,SUM_PGA_HIT,SUM_A_HIT,HIT_INDEX,USER_INDEX,TOTAL_INDEX
546,E10036,20,2,10000,15,15,90,0,60.2,58.55,0,1,2,176,1.14,0.11,49.36
547,E10036,25,1,10000,15,15,90,0,60.2,58.55,0,1,2,176,1.14,0.11,49.36
548,E10036,25,2,10000,15,15,90,0,60.2,58.55,0,1,2,176,1.14,0.11,49.36
549,E10036,30,1,10000,15,15,90,0,60.2,57.76,0,1,2,176,1.14,0.11,48.97
550,E10036,30,2,10382,15,15,90,0,60.2,57.32,0,1,2,176,1.14,0.11,48.75
551,E10036,35,1,11291,15,15,90,0,60.2,57.76,0,1,2,176,1.14,0.11,48.97
552,E10036,35,2,11698,15,15,90,0,60.2,57.32,0,1,2,176,1.14,0.11,48.75
553,E10036,40,1,13748,15,15,90,0,60.2,54.08,0,1,2,176,1.14,0.11,47.13
554,E10036,40,2,13785,15,15,90,0,60.2,54.11,0,1,2,176,1.14,0.11,47.14
555,E10036,45,1,16687,15,15,90,0,60.2,54.08,10.75,1,2,176,1.14,9.79,48.74
556,E10036,45,2,16583,15,15,90,0,60.2,54.11,0,1,2,176,1.14,0.11,47.14
557,E10036,50,1,19468,15,15,90,0,60.2,52,5.31,1,2,162,1.23,4.9,46.88
558,E10036,50,2,19346,15,15,90,0,60.2,52.15,0,1,2,162,1.23,0.12,46.16
559,E10036,55,1,20782,15,15,90,0,60.2,52,7.97,1,2,162,1.23,7.3,47.28
560,E10036,55,2,20021,15,15,90,0,60.2,52.15,0,1,2,162,1.23,0.12,46.16
561,E10036,60,1,21192,15,15,90,0,60.2,52.38,14.51,1,2,102,1.96,13.26,48.47
562,E10036,60,2,19476,15,15,90,0,60.2,53.09,0,1,2,102,1.96,0.2,46.65
563,E10036,65,1,16803,15,15,90,0,60.2,52.38,0,1,2,102,1.96,0.2,46.29
564,E10036,65,2,14958,15,15,90,0,60.2,53.09,0,1,2,102,1.96,0.2,46.65
565,E10037,20,1,10000,20,20,90,0,60.2,55.3,2.86,1,2,176,1.14,2.69,48.17
566,E10037,20,2,10004,20,20,90,0,60.2,55.14,2.55,1,2,176,1.14,2.41,48.04
567,E10037,25,1,10000,20,20,90,0,60.2,55.3,2.86,1,2,176,1.14,2.69,48.17
568,E10037,25,2,10304,20,20,90,0,60.2,55.14,0,1,2,176,1.14,0.11,47.66
569,E10037,30,1,10313,20,20,90,0,60.2,54.06,0,1,2,176,1.14,0.11,47.12
570,E10037,30,2,11089,20,20,90,0,60.2,53.68,0,1,2,176,1.14,0.11,46.93
571,E10037,35,1,12574,20,20,90,0,60.2,54.06,0,1,2,176,1.14,0.11,47.12
572,E10037,35,2,12890,20,20,90,0,60.2,53.68,0,1,2,176,1.14,0.11,46.93
573,E10037,40,1,15290,20,20,90,0,60.2,51.41,0,1,2,176,1.14,0.11,45.79
574,E10037,40,2,15307,20,20,90,0,60.2,51.44,0,1,2,176,1.14,0.11,45.81
575,E10037,45,1,17934,20,20,90,0,60.2,51.41,0,1,2,176,1.14,0.11,45.79
576,E10037,45,2,17780,20,20,90,0,60.2,51.44,2.26,1,2,176,1.14,2.15,46.15
577,E10037,50,1,19891,20,20,90,0,60.2,50.29,10.63,1,2,162,1.23,9.69,46.83
578,E10037,50,2,19337,20,20,90,0,60.2,50.51,8.46,1,2,162,1.23,7.74,46.61
579,E10037,55,1,21173,20,20,90,0,60.2,50.29,7.97,1,2,162,1.23,7.3,46.43
580,E10037,55,2,19953,20,20,90,0,60.2,50.51,0,1,2,162,1.23,0.12,45.34
581,E10037,60,1,21411,20,20,90,0,60.2,50.09,14.51,1,1,102,0.98,13.16,47.31
582,E10037,60,2,19395,20,20,90,0,60.2,50.57,0,1,1,102,0.98,0.1,45.37
583,E10038,20,1,8470,10,10,90,0,76.86,49.13,5.73,1,2,176,1.14,5.27,51.06
584,E10038,20,2,10500,10,10,90,0,76.86,48.7,0,1,2,176,1.14,0.11,49.99
585,E10038,25,1,8180,10,10,90,0,76.86,49.13,0,1,2,176,1.14,0.11,50.2
586,E10038,25,2,9880,10,10,90,0,76.86,48.7,5.1,1,2,176,1.14,4.7,50.75
587,E10038,30,1,7440,10,10,90,0,76.86,49.6,0,1,2,176,1.14,0.11,50.44
588,E10038,30,2,8700,10,10,90,0,76.86,49.18,16.33,1,2,176,1.14,14.81,52.68
589,E10038,35,1,6470,10,10,90,0,76.86,49.6,12.7,1,2,176,1.14,11.54,52.34
590,E10038,35,2,7670,10,10,90,0,76.86,49.18,14.29,1,2,176,1.14,12.98,52.37
591,E10038,40,1,5690,10,10,90,0,76.86,50.26,21.51,1,2,176,1.14,19.47,54
592,E10038,40,2,7040,10,10,90,0,76.86,49.56,11.32,1,2,176,1.14,10.3,52.12
593,E10038,45,1,5590,10,10,90,0,76.86,50.26,8.6,1,2,176,1.14,7.85,52.06
594,E10038,45,2,7080,10,10,90,0,76.86,49.56,9.05,1,2,176,1.14,8.26,51.78
595,E10038,50,1,5710,10,10,90,0,76.86,50.21,10.63,1,2,162,1.23,9.69,52.34
596,E10038,50,2,7300,10,10,90,0,76.86,49.46,16.92,1,2,162,1.23,15.35,52.91
597,E10038,55,1,5730,10,10,90,0,76.86,50.21,5.31,1,2,162,1.23,4.9,51.54
598,E10038,55,2,7360,10,10,90,0,76.86,49.46,8.46,1,2,162,1.23,7.74,51.64
599,E10038,60,1,5730,10,10,90,0,76.86,50.21,21.77,1,1,102,0.98,19.69,54.01
600,E10038,60,2,7360,10,10,90,0,76.86,49.44,34.92,1,1,102,0.98,31.53,55.6
601,E10039,20,1,16770,10,10,90,0,76.86,50.01,0,1,2,176,1.14,0.11,50.64
602,E10039,20,2,18390,10,10,90,0,76.86,49.8,7.65,1,2,176,1.14,7,51.69
603,E10039,25,1,14930,10,10,90,0,76.86,50.01,0,1,2,176,1.14,0.11,50.64
604,E10039,25,2,17040,10,10,90,0,76.86,49.8,7.65,1,2,176,1.14,7,51.69
605,E10039,30,1,13480,10,10,90,0,76.86,50.44,9.07,1,2,176,1.14,8.28,52.22
606,E10039,30,2,16500,10,10,90,0,76.86,49.94,6.12,1,2,176,1.14,5.62,51.53
607,E10039,35,1,12670,10,10,90,0,76.86,50.44,5.44,1,2,176,1.14,5.01,51.68
608,E10039,35,2,16500,10,10,90,0,76.86,49.94,2.04,1,2,176,1.14,1.95,50.92
609,E10039,40,1,16340,10,10,90,0,76.86,49.69,0,1,2,176,1.14,0.11,50.48
610,E10039,40,2,17210,10,10,90,0,76.86,49.75,4.52,1,2,176,1.14,4.18,51.19
611,E10039,45,1,21560,10,10,90,0,76.86,49.69,12.9,1,2,176,1.14,11.72,52.42
612,E10039,45,2,19230,10,10,90,0,76.86,49.75,4.52,1,2,176,1.14,4.18,51.19
613,E10039,50,1,25100,10,10,90,0,76.86,49.22,31.91,1,2,162,1.23,28.84,55.04
614,E10039,50,2,23600,10,10,90,0,76.86,49.27,5.64,1,2,162,1.23,5.2,51.12
615,E10039,55,1,27240,10,10,90,0,76.86,49.22,21.27,1,2,162,1.23,19.27,53.44
616,E10039,55,2,26850,10,10,90,0,76.86,49.27,5.64,1,2,162,1.23,5.2,51.12
617,E10039,60,1,27470,10,10,90,0,76.86,49.17,7.25,1,1,102,0.98,6.62,51.31
618,E10039,60,2,26470,10,10,90,0,76.86,49.21,5.82,1,1,102,0.98,5.34,51.12
619,E10040,20,1,23470,10,10,90,0,76.86,56.25,2.86,1,2,176,1.14,2.69,54.19
620,E10040,20,2,22470,10,10,90,0,76.86,56.61,0,1,2,176,1.14,0.11,53.94
621,E10040,25,1,23930,10,10,90,0,76.86,56.25,2.86,1,2,176,1.14,2.69,54.19
622,E10040,25,2,21410,10,10,90,0,76.86,56.61,10.21,1,2,176,1.14,9.3,55.48
623,E10040,30,1,24830,10,10,90,0,76.86,56.16,0,1,2,176,1.14,0.11,53.72
624,E10040,30,2,22730,10,10,90,0,76.86,56.25,12.25,1,2,176,1.14,11.14,55.6
625,E10040,35,1,23570,10,10,90,0,76.86,56.16,18.14,1,2,176,1.14,16.44,56.44
626,E10040,35,2,24700,10,10,90,0,76.86,56.25,16.33,1,2,176,1.14,14.81,56.21
627,E10040,40,1,26690,10,10,90,0,76.86,55.42,8.6,1,2,176,1.14,7.85,54.64
628,E10040,40,2,26580,10,10,90,0,76.86,55.55,11.32,1,2,176,1.14,10.3,55.11
629,E10040,45,1,31360,10,10,90,0,76.86,55.42,0,1,2,176,1.14,0.11,53.35
630,E10040,45,2,29400,10,10,90,0,76.86,55.55,6.79,1,2,176,1.14,6.23,54.43
631,E10041,20,1,11300,10,10,90,0,89.89,53.33,0,1,2,176,1.14,0.11,56.65
632,E10041,20,2,13350,10,10,90,0,89.89,52.27,0,1,2,176,1.14,0.11,56.12
633,E10041,25,1,11650,10,10,90,0,89.89,53.33,0,1,2,176,1.14,0.11,56.65
634,E10041,25,2,12650,10,10,90,0,89.89,52.27,0,1,2,176,1.14,0.11,56.12
635,E10041,30,1,12050,10,10,90,0,89.89,52.66,0,1,2,176,1.14,0.11,56.31
636,E10041,30,2,12550,10,10,90,0,89.89,52.26,8.16,1,2,176,1.14,7.46,57.34
637,E10041,35,1,12750,10,10,90,0,89.89,52.66,0,1,2,176,1.14,0.11,56.31
638,E10041,35,2,13500,10,10,90,0,89.89,52.26,0,1,2,176,1.14,0.11,56.11
639,E10041,40,1,14250,10,10,90,0,89.89,51.09,6.45,1,2,176,1.14,5.92,56.5
640,E10041,40,2,14150,10,10,90,0,89.89,51.25,4.52,1,2,176,1.14,4.18,56.29
641,E10041,45,1,16300,10,10,90,0,89.89,51.09,17.21,1,2,176,1.14,15.6,58.11
642,E10041,45,2,15650,10,10,90,0,89.89,51.25,6.79,1,2,176,1.14,6.23,56.63
643,E10041,50,1,18750,10,10,90,0,89.89,49.45,15.95,1,2,162,1.23,14.48,57.1
644,E10041,50,2,18650,10,10,90,0,89.89,49.47,28.21,1,2,162,1.23,25.51,58.95
645,E10041,55,1,21500,10,10,90,0,89.89,49.45,55.85,1,2,162,1.23,50.39,63.09
646,E10041,55,2,21400,10,10,90,0,89.89,49.47,11.28,1,2,162,1.23,10.28,56.41
647,E10041,60,1,24300,10,10,90,0,89.89,48.42,43.54,1,2,102,1.96,39.38,60.74
648,E10041,60,2,23150,10,10,90,0,89.89,48.64,34.92,1,2,102,1.96,31.62,59.55
649,E10041,65,1,26000,10,10,90,0,89.89,48.42,58.06,1,2,102,1.96,52.45,62.92
650,E10041,65,2,24600,10,10,90,0,89.89,48.64,34.92,1,2,102,1.96,31.62,59.55
651,E10042,20,1,22600,10,10,90,0,89.89,53.5,0,1,2,176,1.14,0.11,56.73
652,E10042,20,2,26700,10,10,90,0,89.89,52.42,17.86,1,2,176,1.14,16.19,58.87
653,E10042,25,1,23300,10,10,90,0,89.89,53.5,25.81,1,2,176,1.14,23.34,60.6
654,E10042,25,2,25300,10,10,90,0,89.89,52.42,12.76,1,2,176,1.14,11.6,58.11
655,E10042,30,1,24100,10,10,90,0,89.89,52.81,10.88,1,2,176,1.14,9.91,58.02
656,E10042,30,2,25100,10,10,90,0,89.89,52.4,6.12,1,2,176,1.14,5.62,57.1
657,E10042,35,1,25500,10,10,90,0,89.89,52.81,47.17,1,2,176,1.14,42.57,63.46
658,E10042,35,2,27000,10,10,90,0,89.89,52.4,6.12,1,2,176,1.14,5.62,57.1
659,E10042,40,1,28500,10,10,90,0,89.89,51.21,10.75,1,2,176,1.14,9.79,57.2
660,E10042,40,2,28300,10,10,90,0,89.89,51.38,18.11,1,2,176,1.14,16.41,58.39
661,E10042,45,1,32600,10,10,90,0,89.89,51.21,12.9,1,2,176,1.14,11.72,57.52
662,E10042,45,2,31300,10,10,90,0,89.89,51.38,11.32,1,2,176,1.14,10.3,57.37
663,E10042,50,1,37500,10,10,90,0,89.89,49.54,7.97,1,2,162,1.23,7.3,55.95
664,E10042,50,2,37300,10,10,90,0,89.89,49.57,8.46,1,2,162,1.23,7.74,56.04
665,E10042,55,1,43000,10,10,90,0,89.89,49.54,50.53,1,2,162,1.23,45.6,62.33
666,E10042,55,2,42800,10,10,90,0,89.89,49.57,22.57,1,2,162,1.23,20.44,58.16
667,E10042,60,1,48600,10,10,90,0,89.89,48.5,36.28,1,2,102,1.96,32.85,59.69
668,E10042,60,2,46300,10,10,90,0,89.89,48.72,98.94,1,2,102,1.96,89.24,69.2
669,E10042,65,1,52000,10,10,90,0,89.89,48.5,36.28,1,2,102,1.96,32.85,59.69
670,E10042,65,2,49200,10,10,90,0,89.89,48.72,81.48,1,2,102,1.96,73.53,66.58
671,E10043,20,1,15015,10,10,90,0,89.89,68.74,0,1,2,176,1.14,0.11,64.35
672,E10043,20,2,17214,10,10,90,0,89.89,67.05,0,1,2,176,1.14,0.11,63.51
673,E10043,25,1,16651,10,10,90,0,89.89,68.74,0,1,2,176,1.14,0.11,64.35
674,E10043,25,2,17452,10,10,90,0,89.89,67.05,7.65,1,2,176,1.14,7,64.66
675,E10043,30,1,19531,10,10,90,0,89.89,63.53,7.25,1,2,176,1.14,6.64,62.84
676,E10043,30,2,19395,10,10,90,0,89.89,63.73,8.16,1,2,176,1.14,7.46,63.07
677,E10043,35,1,23686,10,10,90,0,89.89,63.53,0,1,2,176,1.14,0.11,61.75
678,E10043,35,2,23225,10,10,90,0,89.89,63.73,18.37,1,2,176,1.14,16.65,64.6
679,E10043,40,1,29091,10,10,90,0,89.89,58.65,8.6,1,2,176,1.14,7.85,60.6
680,E10043,40,2,27452,10,10,90,0,89.89,59.31,0,1,2,176,1.14,0.11,59.64
681,E10043,45,1,36570,10,10,90,0,89.89,58.65,8.6,1,2,176,1.14,7.85,60.6
682,E10043,45,2,33886,10,10,90,0,89.89,59.31,24.91,1,2,176,1.14,22.53,63.37
683,E10043,50,1,46199,10,10,90,0,89.89,55.24,10.63,1,2,162,1.23,9.69,59.2
684,E10043,50,2,43005,10,10,90,0,89.89,55.71,2.82,1,2,162,1.23,2.66,58.26
685,E10043,55,1,56648,10,10,90,0,89.89,55.24,21.27,1,2,162,1.23,19.27,60.8
686,E10043,55,2,52496,10,10,90,0,89.89,55.71,33.85,1,2,162,1.23,30.59,62.92
687,E10044,20,1,26340,10,10,90,0,89.89,65.96,5.73,1,2,176,1.14,5.27,63.82
688,E10044,20,2,30588,10,10,90,0,89.89,64.29,7.65,1,2,176,1.14,7,63.28
689,E10044,25,1,28332,10,10,90,0,89.89,65.96,17.21,1,2,176,1.14,15.6,65.54
690,E10044,25,2,30134,10,10,90,0,89.89,64.29,30.63,1,2,176,1.14,27.68,66.72
691,E10044,30,1,31632,10,10,90,0,89.89,62.65,32.66,1,2,176,1.14,29.51,66.21
692,E10044,30,2,31990,10,10,90,0,89.89,62.53,63.3,1,2,176,1.14,57.08,70.74
693,E10044,35,1,36522,10,10,90,0,89.89,62.65,36.28,1,2,176,1.14,32.77,66.75
694,E10044,35,2,36790,10,10,90,0,89.89,62.53,28.58,1,2,176,1.14,25.84,65.54
695,E10044,40,1,43472,10,10,90,0,89.89,58.71,12.9,1,2,176,1.14,11.72,61.27
696,E10044,40,2,41694,10,10,90,0,89.89,59.25,24.91,1,2,176,1.14,22.53,63.34
697,E10044,45,1,53060,10,10,90,0,89.89,58.71,6.45,1,2,176,1.14,5.92,60.31
698,E10044,45,2,49672,10,10,90,0,89.89,59.25,9.05,1,2,176,1.14,8.26,60.97
699,E10044,50,1,65218,10,10,90,0,89.89,55.61,2.65,1,2,162,1.23,2.51,58.19
700,E10044,50,2,61840,10,10,90,0,89.89,55.96,2.82,1,2,162,1.23,2.66,58.39
701,E10044,55,1,78496,10,10,90,0,89.89,55.61,2.65,1,2,162,1.23,2.51,58.19
702,E10044,55,2,74122,10,10,90,0,89.89,55.96,0,1,2,162,1.23,0.12,57.96
703,E10045,20,1,36084,10,10,90,0,89.89,99.9,0,1,2,176,1.14,0.11,79.93
704,E10045,20,2,45558,10,10,90,0,89.89,93.64,15.31,1,2,176,1.14,13.89,79.1
705,E10045,25,1,39671,10,10,90,0,89.89,99.9,22.94,1,2,176,1.14,20.76,83.37
706,E10045,25,2,43958,10,10,90,0,89.89,93.64,25.52,1,2,176,1.14,23.08,80.63
707,E10045,30,1,45011,10,10,90,0,89.89,90.54,38.1,1,2,176,1.14,34.4,80.97
708,E10045,30,2,46892,10,10,90,0,89.89,89.76,28.58,1,2,176,1.14,25.84,79.15
709,E10045,35,1,53316,10,10,90,0,89.89,90.54,19.95,1,2,176,1.14,18.07,78.25
710,E10045,35,2,53945,10,10,90,0,89.89,89.76,18.37,1,2,176,1.14,16.65,77.62
711,E10045,40,1,63598,10,10,90,0,89.89,80.97,8.6,1,2,176,1.14,7.85,71.76
712,E10045,40,2,61198,10,10,90,0,89.89,82.1,4.52,1,2,176,1.14,4.18,71.71
713,E10045,45,1,77859,10,10,90,0,89.89,80.97,4.3,1,2,176,1.14,3.98,71.11
714,E10045,45,2,73275,10,10,90,0,89.89,82.1,9.05,1,2,176,1.14,8.26,72.39
715,E10045,50,1,96230,10,10,90,0,89.89,73.68,10.63,1,2,162,1.23,9.69,68.42
716,E10045,50,2,91204,10,10,90,0,89.89,74.55,14.1,1,2,162,1.23,12.81,69.37
717,E10045,55,1,116191,10,10,90,0,89.89,73.68,7.97,1,2,162,1.23,7.3,68.02
718,E10045,55,2,109135,10,10,90,0,89.89,74.55,5.64,1,2,162,1.23,5.2,68.11
719,E10046,50,1,35740,7,7,90,429400,64.83,53.47,29.25,1,2,162,1.23,26.45,52.75
720,E10046,50,2,35990,7,7,90,432400,64.83,53.53,22.57,1,2,162,1.23,20.44,51.78
721,E10046,55,1,30140,7,7,90,362100,64.83,53.47,10.63,1,2,162,1.23,9.69,49.96
722,E10046,55,2,29250,7,7,90,351400,64.83,53.53,19.75,1,2,162,1.23,17.9,51.36
723,E10047,50,1,41280,15,15,90,1062600,64.83,49.58,10.63,1,2,162,1.23,9.69,48.02
724,E10047,50,2,41150,15,15,90,1059300,64.83,49.66,0,1,2,162,1.23,0.12,46.46
725,E10047,55,1,31990,15,15,90,823500,64.83,49.58,5.31,1,2,162,1.23,4.9,47.22
726,E10047,55,2,30130,15,15,90,775600,64.83,49.66,2.82,1,2,162,1.23,2.66,46.88
727,E10048,50,1,42360,20,20,90,1453800,64.83,48.81,2.65,1,2,162,1.23,2.51,46.43
728,E10048,50,2,41330,20,20,90,1418500,64.83,48.91,2.82,1,2,162,1.23,2.66,46.51
729,E10048,55,1,33190,20,20,90,1139100,64.83,48.81,0,1,2,162,1.23,0.12,46.04
730,E10048,55,2,30660,20,20,90,1052300,64.83,48.91,0,1,2,162,1.23,0.12,46.09
731,E10049,50,1,41280,7,7,90,495900,64.83,52.88,10.63,1,2,162,1.23,9.69,49.67
732,E10049,50,2,41150,7,7,90,494300,64.83,52.98,11.28,1,2,162,1.23,10.28,49.81
733,E10049,55,1,32380,7,7,90,389000,64.83,52.88,2.65,1,2,162,1.23,2.51,48.47
734,E10049,55,2,31330,7,7,90,376400,64.83,52.98,0,1,2,162,1.23,0.12,48.12
735,E10050,50,1,59140,15,15,90,1522300,64.83,49.02,5.31,1,2,162,1.23,4.9,46.94
736,E10050,50,2,57420,15,15,90,1478000,64.83,49.12,2.82,1,2,162,1.23,2.66,46.61
737,E10050,55,1,34250,15,15,90,881600,64.83,49.02,0,1,2,162,1.23,0.12,46.14
738,E10050,55,2,32180,15,15,90,828400,64.83,49.12,0,1,2,162,1.23,0.12,46.19
739,E10051,50,1,60920,20,20,90,2090800,64.83,48.41,2.65,1,2,162,1.23,2.51,46.23
740,E10051,50,2,58020,20,20,90,1991300,64.83,48.5,2.82,1,2,162,1.23,2.66,46.3
741,E10051,55,1,35450,20,20,90,1216700,64.83,48.41,0,1,2,162,1.23,0.12,45.84
742,E10051,55,2,32670,20,20,90,1121300,64.83,48.5,0,1,2,162,1.23,0.12,45.88
743,E10052,50,1,42360,7,7,90,508900,64.83,53.02,10.63,1,2,162,1.23,9.69,49.74
744,E10052,50,2,41330,7,7,90,496500,64.83,53.18,11.28,1,2,162,1.23,10.28,49.91
745,E10052,55,1,33080,7,7,90,397400,64.83,53.02,15.95,1,2,162,1.23,14.48,50.53
746,E10052,55,2,32210,7,7,90,387000,64.83,53.18,11.28,1,2,162,1.23,10.28,49.91
747,E10053,50,1,61390,15,15,90,1580200,64.83,49.06,0,1,2,162,1.23,0.12,46.16
748,E10053,50,2,59910,15,15,90,1542100,64.83,49.14,5.64,1,2,162,1.23,5.2,47.05
749,E10053,55,1,34960,15,15,90,899900,64.83,49.06,0,1,2,162,1.23,0.12,46.16
750,E10053,55,2,33020,15,15,90,850000,64.83,49.14,0,1,2,162,1.23,0.12,46.2
751,E10054,50,1,63090,20,20,90,2165300,64.83,48.44,2.65,1,2,162,1.23,2.51,46.25
752,E10054,50,2,60390,20,20,90,2072600,64.83,48.53,0,1,2,162,1.23,0.12,45.9
753,E10054,55,1,36170,20,20,90,1241400,64.83,48.44,14.51,1,2,162,1.23,13.18,48.03
754,E10054,55,2,33530,20,20,90,1150800,64.83,48.53,0,1,2,162,1.23,0.12,45.9
755,E10055,60,1,31730,7,7,90,381200,64.83,51.06,58.06,1,2,102,1.96,52.45,55.88
756,E10055,60,2,29880,7,7,90,359000,64.83,51.39,98.94,1,2,102,1.96,89.24,62.18
757,E10055,65,1,18190,7,7,90,218500,64.83,51.06,0,1,2,102,1.96,0.2,47.17
758,E10055,65,2,16450,7,7,90,197600,64.83,51.39,11.64,1,2,102,1.96,10.67,49.08
759,E10055,70,1,18810,7,7,90,226000,64.83,52.46,0,1,1,10,10,1,48.01
760,E10055,70,2,16750,7,7,90,201300,64.83,53.16,0,1,1,10,10,1,48.36
761,E10056,60,1,33520,15,15,90,862900,64.83,48.67,0,1,2,102,1.96,0.2,45.98
762,E10056,60,2,30370,15,15,90,781800,64.83,48.87,0,1,2,102,1.96,0.2,46.08
763,E10056,65,1,19060,15,15,90,490700,64.83,48.67,0,1,2,102,1.96,0.2,45.98
764,E10056,65,2,17080,15,15,90,439700,64.83,48.87,0,1,2,102,1.96,0.2,46.08
765,E10057,60,1,34710,20,20,90,1191300,64.83,47.85,0,1,1,102,0.98,0.1,45.55
766,E10057,60,2,31130,20,20,90,1068400,64.83,47.97,0,1,1,102,0.98,0.1,45.61
767,E10058,60,1,34090,7,7,90,409500,64.83,50.84,21.77,1,2,102,1.96,19.79,50.33
768,E10058,60,2,32010,7,7,90,384600,64.83,51.17,46.56,1,2,102,1.96,42.1,54.21
769,E10058,65,1,20580,7,7,90,247300,64.83,50.84,7.25,1,2,102,1.96,6.72,48.15
770,E10058,65,2,18520,7,7,90,222500,64.83,51.17,0,1,2,102,1.96,0.2,47.23
771,E10058,70,1,21060,7,7,90,253000,64.83,52.06,0,1,1,10,10,1,47.81
772,E10058,70,2,18600,7,7,90,223500,64.83,52.76,0,1,1,10,10,1,48.16
773,E10059,60,1,35810,15,15,90,921800,64.83,48.59,0,1,2,102,1.96,0.2,45.94
774,E10059,60,2,32380,15,15,90,833500,64.83,48.8,0,1,2,102,1.96,0.2,46.04
775,E10059,65,1,21230,15,15,90,546500,64.83,48.59,0,1,2,102,1.96,0.2,45.94
776,E10059,65,2,18890,15,15,90,486300,64.83,48.8,0,1,2,102,1.96,0.2,46.04
777,E10060,60,1,36920,20,20,90,1267100,64.83,47.82,0,1,1,102,0.98,0.1,45.54
778,E10060,60,2,33020,20,20,90,1133300,64.83,47.95,0,1,1,102,0.98,0.1,45.6
779,E10061,60,1,34830,7,7,90,418400,64.83,51.11,72.57,1,2,102,1.96,65.51,58.08
780,E10061,60,2,32890,7,7,90,395100,64.83,51.44,46.56,1,2,102,1.96,42.1,54.35
781,E10061,65,1,21390,7,7,90,257000,64.83,51.11,36.28,1,2,102,1.96,32.85,52.64
782,E10061,65,2,19400,7,7,90,233100,64.83,51.44,34.92,1,2,102,1.96,31.62,52.6
783,E10061,70,1,21900,7,7,90,263100,64.83,52.35,0,1,1,10,10,1,47.95
784,E10061,70,2,19590,7,7,90,235400,64.83,53.01,0,1,1,10,10,1,48.28
785,E10062,60,1,36570,15,15,90,941400,64.83,48.72,0,1,2,102,1.96,0.2,46
786,E10062,60,2,33250,15,15,90,855900,64.83,48.92,0,1,2,102,1.96,0.2,46.1
787,E10062,65,1,22040,15,15,90,567400,64.83,48.72,7.25,1,2,102,1.96,6.72,47.09
788,E10062,65,2,19810,15,15,90,510000,64.83,48.92,5.82,1,2,102,1.96,5.43,46.98
789,E10063,60,1,37690,20,20,90,1293600,64.83,47.91,0,1,1,102,0.98,0.1,45.58
790,E10063,60,2,33920,20,20,90,1164200,64.83,48.03,5.82,1,1,102,0.98,5.34,46.52
791,E10064,60,1,39195,10,10,90,0,89.89,54.06,21.77,1,2,102,1.96,19.79,60.29
792,E10064,60,2,36780,10,10,90,0,89.89,54.33,40.74,1,2,102,1.96,36.86,63.27
793,E10064,65,1,43508,10,10,90,0,89.89,54.06,72.57,1,2,102,1.96,65.51,67.91
794,E10064,65,2,41488,10,10,90,0,89.89,54.33,75.66,1,2,102,1.96,68.29,68.51
795,E10065,60,1,63930,10,10,90,0,89.89,54.44,65.32,1,2,102,1.96,58.98,67.01
796,E10065,60,2,60210,10,10,90,0,89.89,54.74,75.66,1,2,102,1.96,68.29,68.72
797,E10065,65,1,70016,10,10,90,0,89.89,54.44,43.54,1,2,102,1.96,39.38,63.75
798,E10065,65,2,66426,10,10,90,0,89.89,54.74,34.92,1,2,102,1.96,31.62,62.6
799,E10066,60,1,92295,10,10,90,0,89.89,73.45,21.77,1,2,102,1.96,19.79,69.99
800,E10066,60,2,86257,10,10,90,0,89.89,74.33,23.28,1,2,102,1.96,21.15,70.65
801,E10066,65,1,101775,10,10,90,0,89.89,73.45,14.51,1,2,102,1.96,13.26,68.9
802,E10066,65,2,96513,10,10,90,0,89.89,74.33,46.56,1,2,102,1.96,42.1,74.15
