PRODUCT_RATE_PK,PRODUCT_CODE,AGE,GENDER,RATE,PY,GY,SD,MR,COMPANY_INDEX,PRODUCT_INDEX,CNT_INDEX,HIT,SUM_PGA_HIT,SUM_A_HIT,HIT_INDEX,USER_INDEX,TOTAL_INDEX
273,E10017,60,1,78490,10,10,90,0,75.02,51.13,29.03,1,1,102,0.98,26.23,54.94
274,E10017,60,2,70658,10,10,90,0,75.02,51.61,40.74,1,1,102,0.98,36.76,56.94
275,E10018,20,1,18419,15,15,90,0,75.02,58.31,0,1,2,176,1.14,0.11,54.18
276,E10018,20,2,23703,15,15,90,0,75.02,56.2,0,1,2,176,1.14,0.11,53.13
277,E10018,25,1,21096,15,15,90,0,75.02,58.31,5.73,1,2,176,1.14,5.27,55.04
278,E10018,25,2,24648,15,15,90,0,75.02,56.2,0,1,2,176,1.14,0.11,53.13
279,E10018,30,1,26461,15,15,90,0,75.02,54.12,7.25,1,2,176,1.14,6.64,53.17
280,E10018,30,2,28495,15,15,90,0,75.02,53.89,0,1,2,176,1.14,0.11,51.97
281,E10018,35,1,35586,15,15,90,0,75.02,54.12,3.62,1,2,176,1.14,3.37,52.63
282,E10018,35,2,35540,15,15,90,0,75.02,53.89,2.04,1,2,176,1.14,1.95,52.28
283,E10018,40,1,48043,15,15,90,0,75.02,50.86,4.3,1,2,176,1.14,3.98,51.1
284,E10018,40,2,46652,15,15,90,0,75.02,51.05,4.52,1,2,176,1.14,4.18,51.23
285,E10018,45,1,63394,15,15,90,0,75.02,50.86,4.3,1,2,176,1.14,3.98,51.1
286,E10018,45,2,60084,15,15,90,0,75.02,51.05,6.79,1,2,176,1.14,6.23,51.57
287,E10018,50,1,72165,15,15,90,0,75.02,49.78,2.65,1,2,162,1.23,2.51,50.32
288,E10018,50,2,67885,15,15,90,0,75.02,50.01,5.64,1,2,162,1.23,5.2,50.88
289,E10018,55,1,79716,15,15,90,0,75.02,49.78,5.31,1,2,162,1.23,4.9,50.71
290,E10018,55,2,72809,15,15,90,0,75.02,50.01,0,1,2,162,1.23,0.12,50.03
291,E10018,60,1,85172,15,15,90,0,75.02,49.45,0,1,1,102,0.98,0.1,49.75
292,E10018,60,2,72918,15,15,90,0,75.02,49.9,5.82,1,1,102,0.98,5.34,50.85
293,E10019,20,1,20072,20,20,90,0,75.02,54.47,0,1,2,176,1.14,0.11,52.26
294,E10019,20,2,24664,20,20,90,0,75.02,53.39,2.55,1,2,176,1.14,2.41,52.1
295,E10019,25,1,24307,20,20,90,0,75.02,54.47,14.34,1,2,176,1.14,13.02,54.41
296,E10019,25,2,27017,20,20,90,0,75.02,53.39,0,1,2,176,1.14,0.11,51.72
297,E10019,30,1,31097,20,20,90,0,75.02,51.45,1.81,1,2,176,1.14,1.74,51.02
298,E10019,30,2,32409,20,20,90,0,75.02,51.41,16.33,1,2,176,1.14,14.81,53.18
299,E10019,35,1,41984,20,20,90,0,75.02,51.45,19.95,1,2,176,1.14,18.07,53.74
300,E10019,35,2,41347,20,20,90,0,75.02,51.41,10.21,1,2,176,1.14,9.3,52.26
301,E10019,40,1,55825,20,20,90,0,75.02,49.49,6.45,1,2,176,1.14,5.92,50.74
302,E10019,40,2,53386,20,20,90,0,75.02,49.65,6.79,1,2,176,1.14,6.23,50.87
303,E10019,45,1,69597,20,20,90,0,75.02,49.49,0,1,2,176,1.14,0.11,49.77
304,E10019,45,2,65621,20,20,90,0,75.02,49.65,4.52,1,2,176,1.14,4.18,50.53
305,E10019,50,1,74788,20,20,90,0,75.02,48.94,2.65,1,2,162,1.23,2.51,49.9
306,E10019,50,2,68977,20,20,90,0,75.02,49.18,5.64,1,2,162,1.23,5.2,50.46
307,E10019,55,1,83455,20,20,90,0,75.02,48.94,2.65,1,2,162,1.23,2.51,49.9
308,E10019,55,2,73307,20,20,90,0,75.02,49.18,2.82,1,2,162,1.23,2.66,50.04
309,E10019,60,1,88014,20,20,90,0,75.02,48.72,0,1,1,102,0.98,0.1,49.38
310,E10019,60,2,74739,20,20,90,0,75.02,49.06,11.64,1,1,102,0.98,10.57,51.3
311,E10020,20,1,12190,7,7,90,146500,64.83,66.53,2.86,1,2,176,1.14,2.69,55.32
312,E10020,20,2,19780,7,7,90,237600,64.83,59.94,10.21,1,2,176,1.14,9.3,53.13
313,E10020,25,1,13530,7,7,90,162600,64.83,66.53,25.81,1,2,176,1.14,23.34,58.77
314,E10020,25,2,18790,7,7,90,225800,64.83,59.94,12.76,1,2,176,1.14,11.6,53.51
315,E10020,30,1,15120,7,7,90,181700,64.83,61.69,7.25,1,2,176,1.14,6.64,53.56
316,E10020,30,2,18780,7,7,90,225600,64.83,59.54,12.25,1,2,176,1.14,11.14,53.24
317,E10020,35,1,18920,7,7,90,227300,64.83,61.69,9.07,1,2,176,1.14,8.28,53.84
318,E10020,35,2,21000,7,7,90,252300,64.83,59.54,12.25,1,2,176,1.14,11.14,53.24
319,E10020,40,1,23300,7,7,90,279900,64.83,56.84,25.81,1,2,176,1.14,23.34,53.92
320,E10020,40,2,23970,7,7,90,288000,64.83,56.51,15.85,1,2,176,1.14,14.38,52.26
321,E10020,45,1,27130,7,7,90,325900,64.83,56.84,27.96,1,2,176,1.14,25.28,54.24
322,E10020,45,2,28200,7,7,90,338800,64.83,56.51,27.17,1,2,176,1.14,24.57,53.96
323,E10021,20,1,13390,15,15,90,344700,64.83,55.01,0,1,2,176,1.14,0.11,49.13
324,E10021,20,2,19440,15,15,90,500400,64.83,52.85,2.55,1,2,176,1.14,2.41,48.44
325,E10021,25,1,15370,15,15,90,395700,64.83,55.01,2.86,1,2,176,1.14,2.69,49.56
326,E10021,25,2,19570,15,15,90,503800,64.83,52.85,0,1,2,176,1.14,0.11,48.05
327,E10021,30,1,18440,15,15,90,474700,64.83,52.52,0,1,2,176,1.14,0.11,47.89
328,E10021,30,2,20990,15,15,90,540300,64.83,52.05,0,1,2,176,1.14,0.11,47.65
329,E10021,35,1,22780,15,15,90,586400,64.83,52.52,3.62,1,2,176,1.14,3.37,48.43
330,E10021,35,2,23870,15,15,90,614500,64.83,52.05,0,1,2,176,1.14,0.11,47.65
331,E10021,40,1,28190,15,15,90,725700,64.83,50.62,8.6,1,2,176,1.14,7.85,48.23
332,E10021,40,2,28530,15,15,90,734400,64.83,50.59,6.79,1,2,176,1.14,6.23,47.94
333,E10021,45,1,33470,15,15,90,861600,64.83,50.62,0,1,2,176,1.14,0.11,46.94
334,E10021,45,2,33500,15,15,90,862300,64.83,50.59,0,1,2,176,1.14,0.11,46.92
335,E10022,20,1,14530,20,20,90,498700,64.83,52.39,0,1,2,176,1.14,0.11,47.82
336,E10022,20,2,19910,20,20,90,683400,64.83,51.15,0,1,2,176,1.14,0.11,47.2
337,E10022,25,1,17130,20,20,90,588000,64.83,52.39,0,1,2,176,1.14,0.11,47.82
338,E10022,25,2,20660,20,20,90,709100,64.83,51.15,0,1,2,176,1.14,0.11,47.2
339,E10022,30,1,20570,20,20,90,706000,64.83,50.62,1.81,1,2,176,1.14,1.74,47.21
340,E10022,30,2,22540,20,20,90,773600,64.83,50.4,0,1,2,176,1.14,0.11,46.83
341,E10022,35,1,25610,20,20,90,879000,64.83,50.62,0,1,2,176,1.14,0.11,46.94
342,E10022,35,2,26520,20,20,90,910200,64.83,50.4,2.04,1,2,176,1.14,1.95,47.14
343,E10022,40,1,31690,20,20,90,1087700,64.83,49.37,0,1,2,176,1.14,0.11,46.31
344,E10022,40,2,31940,20,20,90,1096200,64.83,49.37,6.79,1,2,176,1.14,6.23,47.33
345,E10022,45,1,36590,20,20,90,1255800,64.83,49.37,0,1,2,176,1.14,0.11,46.31
346,E10022,45,2,36540,20,20,90,1254100,64.83,49.37,0,1,2,176,1.14,0.11,46.31
347,E10023,20,1,13390,7,7,90,160900,64.83,74.28,8.6,1,2,176,1.14,7.85,60.06
348,E10023,20,2,23290,7,7,90,279800,64.83,64.12,0,1,2,176,1.14,0.11,53.69
349,E10023,25,1,15370,7,7,90,184700,64.83,74.28,0,1,2,176,1.14,0.11,58.77
350,E10023,25,2,22310,7,7,90,268000,64.83,64.12,0,1,2,176,1.14,0.11,53.69
351,E10023,30,1,18440,7,7,90,221600,64.83,65.97,7.25,1,2,176,1.14,6.64,55.7
352,E10023,30,2,20990,7,7,90,252200,64.83,64.41,4.08,1,2,176,1.14,3.79,54.45
353,E10023,35,1,22780,7,7,90,273700,64.83,65.97,3.62,1,2,176,1.14,3.37,55.16
354,E10023,35,2,23870,7,7,90,286800,64.83,64.41,12.25,1,2,176,1.14,11.14,55.67
355,E10023,40,1,28190,7,7,90,338700,64.83,59.6,19.36,1,2,176,1.14,17.54,54.33
356,E10023,40,2,28530,7,7,90,342800,64.83,59.53,13.58,1,2,176,1.14,12.34,53.43
357,E10023,45,1,33470,7,7,90,402100,64.83,59.6,19.36,1,2,176,1.14,17.54,54.33
358,E10023,45,2,33500,7,7,90,402500,64.83,59.53,13.58,1,2,176,1.14,12.34,53.43
359,E10023,50,1,41280,7,7,90,495900,64.83,57.52,18.61,1,2,162,1.23,16.87,53.18
360,E10023,50,2,41150,7,7,90,494300,64.83,57.69,25.39,1,2,162,1.23,22.97,54.28
361,E10023,55,1,32380,7,7,90,389000,64.83,57.52,7.97,1,2,162,1.23,7.3,51.59
362,E10023,55,2,31330,7,7,90,376400,64.83,57.69,16.92,1,2,162,1.23,15.35,53.01
363,E10023,60,1,34090,7,7,90,409500,64.83,61.25,29.03,1,2,102,1.96,26.32,56.62
364,E10023,60,2,32010,7,7,90,384600,64.83,62.43,0,1,2,102,1.96,0.2,52.86
365,E10023,65,1,20580,7,7,90,247300,64.83,61.25,14.51,1,2,102,1.96,13.26,54.45
366,E10023,65,2,18520,7,7,90,222500,64.83,62.43,0,1,2,102,1.96,0.2,52.86
367,E10023,70,1,21060,7,7,90,253000,64.83,65.56,0,1,1,10,10,1,54.56
368,E10023,70,2,18600,7,7,90,223500,64.83,68.04,0,1,1,10,10,1,55.8
369,E10024,20,1,16700,15,15,90,429900,64.83,57.04,0,1,2,176,1.14,0.11,50.15
370,E10024,20,2,23230,15,15,90,598000,64.83,54.62,0,1,2,176,1.14,0.11,48.94
371,E10024,25,1,19250,15,15,90,495500,64.83,57.04,0,1,2,176,1.14,0.11,50.15
372,E10024,25,2,23850,15,15,90,613900,64.83,54.62,2.55,1,2,176,1.14,2.41,49.32
373,E10024,30,1,23630,15,15,90,608300,64.83,53.62,1.81,1,2,176,1.14,1.74,48.71
374,E10024,30,2,26300,15,15,90,677000,64.83,53.23,2.04,1,2,176,1.14,1.95,48.55
375,E10024,35,1,30300,15,15,90,780000,64.83,53.62,0,1,2,176,1.14,0.11,48.44
376,E10024,35,2,30830,15,15,90,793600,64.83,53.23,0,1,2,176,1.14,0.11,48.24
377,E10024,40,1,38830,15,15,90,999500,64.83,51.07,0,1,2,176,1.14,0.11,47.16
378,E10024,40,2,38300,15,15,90,985900,64.83,51.15,2.26,1,2,176,1.14,2.15,47.54
379,E10024,45,1,47100,15,15,90,1212400,64.83,51.07,2.15,1,2,176,1.14,2.05,47.49
380,E10024,45,2,46040,15,15,90,1185100,64.83,51.15,4.52,1,2,176,1.14,4.18,47.88
381,E10025,20,1,18230,20,20,90,625700,64.83,53.69,0,1,2,176,1.14,0.11,48.47
382,E10025,20,2,24020,20,20,90,824400,64.83,52.37,2.55,1,2,176,1.14,2.41,48.2
383,E10025,25,1,21820,20,20,90,748900,64.83,53.69,0,1,2,176,1.14,0.11,48.47
384,E10025,25,2,25450,20,20,90,873500,64.83,52.37,0,1,2,176,1.14,0.11,47.81
385,E10025,30,1,26940,20,20,90,924600,64.83,51.26,0,1,2,176,1.14,0.11,47.26
386,E10025,30,2,28850,20,20,90,990200,64.83,51.11,4.08,1,2,176,1.14,3.79,47.8
387,E10025,35,1,34740,20,20,90,1192300,64.83,51.26,0,1,2,176,1.14,0.11,47.26
388,E10025,35,2,34990,20,20,90,1200900,64.83,51.11,2.04,1,2,176,1.14,1.95,47.49
389,E10025,40,1,44240,20,20,90,1518400,64.83,49.65,0,1,2,176,1.14,0.11,46.45
390,E10025,40,2,43390,20,20,90,1489200,64.83,49.72,0,1,2,176,1.14,0.11,46.49
391,E10025,45,1,51860,20,20,90,1779900,64.83,49.65,2.15,1,2,176,1.14,2.05,46.78
392,E10025,45,2,50560,20,20,90,1735300,64.83,49.72,6.79,1,2,176,1.14,6.23,47.51
393,E10026,20,1,14530,7,7,90,174600,64.83,72.58,14.34,1,2,176,1.14,13.02,60.07
394,E10026,20,2,25170,7,7,90,302400,64.83,63.35,0,1,2,176,1.14,0.11,53.3
395,E10026,25,1,17130,7,7,90,205800,64.83,72.58,5.73,1,2,176,1.14,5.27,58.78
396,E10026,25,2,24130,7,7,90,289900,64.83,63.35,12.76,1,2,176,1.14,11.6,55.22
397,E10026,30,1,20570,7,7,90,247100,64.83,64.47,10.88,1,2,176,1.14,9.91,55.5
398,E10026,30,2,22540,7,7,90,270800,64.83,63.42,14.29,1,2,176,1.14,12.98,55.48
399,E10026,35,1,25610,7,7,90,307700,64.83,64.47,16.33,1,2,176,1.14,14.81,56.31
400,E10026,35,2,26520,7,7,90,318600,64.83,63.42,14.29,1,2,176,1.14,12.98,55.48
401,E10026,40,1,31690,7,7,90,380700,64.83,58.74,32.27,1,2,176,1.14,29.16,55.84
402,E10026,40,2,31940,7,7,90,383700,64.83,58.7,20.38,1,2,176,1.14,18.46,54.04
403,E10026,45,1,36590,7,7,90,439600,64.83,58.74,15.06,1,2,176,1.14,13.67,53.26
404,E10026,45,2,36540,7,7,90,439000,64.83,58.7,13.58,1,2,176,1.14,12.34,53.02
405,E10027,20,1,18160,15,15,90,467500,64.83,56.56,0,1,2,176,1.14,0.11,49.91
406,E10027,20,2,24990,15,15,90,643300,64.83,54.31,0,1,2,176,1.14,0.11,48.78
407,E10027,25,1,20790,15,15,90,535200,64.83,56.56,0,1,2,176,1.14,0.11,49.91
408,E10027,25,2,25590,15,15,90,658700,64.83,54.31,0,1,2,176,1.14,0.11,48.78
409,E10027,30,1,25220,15,15,90,649200,64.83,53.44,0,1,2,176,1.14,0.11,48.35
410,E10027,30,2,28030,15,15,90,721500,64.83,53.05,0,1,2,176,1.14,0.11,48.15
411,E10027,35,1,31990,15,15,90,823500,64.83,53.44,0,1,2,176,1.14,0.11,48.35
412,E10027,35,2,32670,15,15,90,841000,64.83,53.05,0,1,2,176,1.14,0.11,48.15
413,E10027,40,1,40650,15,15,90,1046400,64.83,51.02,0,1,2,176,1.14,0.11,47.14
414,E10027,40,2,40230,15,15,90,1035600,64.83,51.08,0,1,2,176,1.14,0.11,47.17
415,E10027,45,1,49060,15,15,90,1262900,64.83,51.02,0,1,2,176,1.14,0.11,47.14
416,E10027,45,2,48150,15,15,90,1239400,64.83,51.08,2.26,1,2,176,1.14,2.15,47.51
417,E10028,20,1,19720,20,20,90,676800,64.83,53.41,0,1,2,176,1.14,0.11,48.33
418,E10028,20,2,25790,20,20,90,885200,64.83,52.17,5.1,1,2,176,1.14,4.7,48.48
419,E10028,25,1,23400,20,20,90,803100,64.83,53.41,0,1,2,176,1.14,0.11,48.33
420,E10028,25,2,27240,20,20,90,934900,64.83,52.17,0,1,2,176,1.14,0.11,47.71
421,E10028,30,1,28570,20,20,90,980600,64.83,51.17,0,1,2,176,1.14,0.11,47.21
422,E10028,30,2,30590,20,20,90,1049900,64.83,51.01,0,1,2,176,1.14,0.11,47.13
423,E10028,35,1,36500,20,20,90,1252700,64.83,51.17,1.81,1,2,176,1.14,1.74,47.49
424,E10028,35,2,36890,20,20,90,1266100,64.83,51.01,2.04,1,2,176,1.14,1.95,47.44
425,E10028,40,1,46180,20,20,90,1584900,64.83,49.63,2.15,1,2,176,1.14,2.05,46.77
426,E10028,40,2,45490,20,20,90,1561300,64.83,49.68,0,1,2,176,1.14,0.11,46.47
427,E10028,45,1,53950,20,20,90,1851600,64.83,49.63,0,1,2,176,1.14,0.11,46.44
428,E10028,45,2,52810,20,20,90,1812500,64.83,49.68,2.26,1,2,176,1.14,2.15,46.81
429,E10029,20,1,10000,10,10,90,0,60.2,50.7,0,1,2,176,1.14,0.11,45.44
430,E10029,20,2,12356,10,10,90,0,60.2,49.44,0,1,2,176,1.14,0.11,44.81
431,E10029,25,1,10102,10,10,90,0,60.2,50.7,8.6,1,2,176,1.14,7.85,46.73
432,E10029,25,2,12662,10,10,90,0,60.2,49.44,0,1,2,176,1.14,0.11,44.81
433,E10029,30,1,12184,10,10,90,0,60.2,48.76,0,1,2,176,1.14,0.11,44.47
434,E10029,30,2,14233,10,10,90,0,60.2,48.45,4.08,1,2,176,1.14,3.79,44.92
435,E10029,35,1,16633,10,10,90,0,60.2,48.76,0,1,2,176,1.14,0.11,44.47
436,E10029,35,2,16777,10,10,90,0,60.2,48.45,0,1,2,176,1.14,0.11,44.31
437,E10029,40,1,21871,10,10,90,0,60.2,46.84,6.45,1,2,176,1.14,5.92,44.47
438,E10029,40,2,21125,10,10,90,0,60.2,46.92,9.05,1,2,176,1.14,8.26,44.9
439,E10029,45,1,28763,10,10,90,0,60.2,46.84,15.06,1,2,176,1.14,13.67,45.77
440,E10029,45,2,27988,10,10,90,0,60.2,46.92,18.11,1,2,176,1.14,16.41,46.26
441,E10029,50,1,37400,10,10,90,0,60.2,46.02,7.97,1,1,162,0.62,7.24,44.28
442,E10029,50,2,36148,10,10,90,0,60.2,46.08,11.28,1,1,162,0.62,10.21,44.81
443,E10030,20,1,10000,15,15,90,0,60.2,48.29,2.86,1,2,176,1.14,2.69,44.66
444,E10030,20,2,12825,15,15,90,0,60.2,47.53,0,1,2,176,1.14,0.11,43.85
445,E10030,25,1,11491,15,15,90,0,60.2,48.29,0,1,2,176,1.14,0.11,44.23
446,E10030,25,2,13697,15,15,90,0,60.2,47.53,0,1,2,176,1.14,0.11,43.85
447,E10030,30,1,14578,15,15,90,0,60.2,46.82,0,1,2,176,1.14,0.11,43.5
448,E10030,30,2,15789,15,15,90,0,60.2,46.74,0,1,2,176,1.14,0.11,43.46
449,E10030,35,1,19465,15,15,90,0,60.2,46.82,0,1,2,176,1.14,0.11,43.5
450,E10030,35,2,19296,15,15,90,0,60.2,46.74,0,1,2,176,1.14,0.11,43.46
451,E10030,40,1,25817,15,15,90,0,60.2,45.74,0,1,2,176,1.14,0.11,42.96
452,E10030,40,2,25056,15,15,90,0,60.2,45.79,2.26,1,2,176,1.14,2.15,43.32
453,E10030,45,1,33552,15,15,90,0,60.2,45.74,0,1,2,176,1.14,0.11,42.96
454,E10030,45,2,32422,15,15,90,0,60.2,45.79,2.26,1,2,176,1.14,2.15,43.32
455,E10030,50,1,40868,15,15,90,0,60.2,45.35,5.31,1,1,162,0.62,4.84,43.55
456,E10030,50,2,39283,15,15,90,0,60.2,45.39,0,1,1,162,0.62,0.06,42.77
457,E10031,20,1,10883,20,20,90,0,60.2,46.95,0,1,2,176,1.14,0.11,43.56
458,E10031,20,2,13535,20,20,90,0,60.2,46.56,0,1,2,176,1.14,0.11,43.37
459,E10031,25,1,13344,20,20,90,0,60.2,46.95,0,1,2,176,1.14,0.11,43.56
460,E10031,25,2,14920,20,20,90,0,60.2,46.56,0,1,2,176,1.14,0.11,43.37
461,E10031,30,1,17031,20,20,90,0,60.2,45.91,0,1,2,176,1.14,0.11,43.04
462,E10031,30,2,17792,20,20,90,0,60.2,45.9,0,1,2,176,1.14,0.11,43.04
463,E10031,35,1,22789,20,20,90,0,60.2,45.91,0,1,2,176,1.14,0.11,43.04
464,E10031,35,2,22486,20,20,90,0,60.2,45.9,10.21,1,2,176,1.14,9.3,44.57
465,E10031,40,1,29854,20,20,90,0,60.2,45.26,0,1,2,176,1.14,0.11,42.72
466,E10031,40,2,28840,20,20,90,0,60.2,45.3,4.52,1,2,176,1.14,4.18,43.41
467,E10031,45,1,36846,20,20,90,0,60.2,45.26,2.15,1,2,176,1.14,2.05,43.04
468,E10031,45,2,35467,20,20,90,0,60.2,45.3,4.52,1,2,176,1.14,4.18,43.41
469,E10031,50,1,42245,20,20,90,0,60.2,45.06,0,1,1,162,0.62,0.06,42.61
470,E10031,50,2,39942,20,20,90,0,60.2,45.1,0,1,1,162,0.62,0.06,42.63
471,E10032,20,1,10000,10,10,90,0,60.2,59.2,2.86,1,2,176,1.14,2.69,50.12
472,E10032,20,2,11426,10,10,90,0,60.2,57.31,0,1,2,176,1.14,0.11,48.74
473,E10032,25,1,10000,10,10,90,0,60.2,59.2,0,1,2,176,1.14,0.11,49.69
474,E10032,25,2,11495,10,10,90,0,60.2,57.31,2.55,1,2,176,1.14,2.41,49.12
475,E10032,30,1,10716,10,10,90,0,60.2,56.2,0,1,2,176,1.14,0.11,48.19
476,E10032,30,2,12631,10,10,90,0,60.2,55.21,10.21,1,2,176,1.14,9.3,49.22
477,E10032,35,1,14329,10,10,90,0,60.2,56.2,0,1,2,176,1.14,0.11,48.19
478,E10032,35,2,14701,10,10,90,0,60.2,55.21,8.16,1,2,176,1.14,7.46,48.92
479,E10032,40,1,18568,10,10,90,0,60.2,51.27,4.3,1,2,176,1.14,3.98,46.37
480,E10032,40,2,18082,10,10,90,0,60.2,51.47,6.79,1,2,176,1.14,6.23,46.84
481,E10032,45,1,24152,10,10,90,0,60.2,51.27,10.75,1,2,176,1.14,9.79,47.33
482,E10032,45,2,23467,10,10,90,0,60.2,51.47,9.05,1,2,176,1.14,8.26,47.18
483,E10032,50,1,31165,10,10,90,0,60.2,49.33,21.27,1,2,162,1.23,19.27,47.94
484,E10032,50,2,30051,10,10,90,0,60.2,49.5,8.46,1,2,162,1.23,7.74,46.11
485,E10032,55,1,28110,10,10,90,0,60.2,49.33,13.29,1,2,162,1.23,12.08,46.75
486,E10032,55,2,27284,10,10,90,0,60.2,49.5,11.28,1,2,162,1.23,10.28,46.53
487,E10032,60,1,28524,10,10,90,0,60.2,49.53,36.28,1,1,102,0.98,32.75,50.29
488,E10032,60,2,26513,10,10,90,0,60.2,49.92,23.28,1,1,102,0.98,21.05,48.54
489,E10033,20,1,10000,15,15,90,0,60.2,54.16,0,1,2,176,1.14,0.11,47.17
490,E10033,20,2,11720,15,15,90,0,60.2,52.57,0,1,2,176,1.14,0.11,46.37
491,E10033,25,1,10157,15,15,90,0,60.2,54.16,0,1,2,176,1.14,0.11,47.17
492,E10033,25,2,12313,15,15,90,0,60.2,52.57,0,1,2,176,1.14,0.11,46.37
493,E10033,30,1,12670,15,15,90,0,60.2,51.09,0,1,2,176,1.14,0.11,45.63
494,E10033,30,2,13900,15,15,90,0,60.2,50.8,0,1,2,176,1.14,0.11,45.49
495,E10033,35,1,16628,15,15,90,0,60.2,51.09,0,1,2,176,1.14,0.11,45.63
496,E10033,35,2,16676,15,15,90,0,60.2,50.8,0,1,2,176,1.14,0.11,45.49
497,E10033,40,1,21772,15,15,90,0,60.2,48.29,4.3,1,2,176,1.14,3.98,44.88
498,E10033,40,2,21202,15,15,90,0,60.2,48.42,0,1,2,176,1.14,0.11,44.3
499,E10033,45,1,28037,15,15,90,0,60.2,48.29,8.6,1,2,176,1.14,7.85,45.52
500,E10033,45,2,27065,15,15,90,0,60.2,48.42,6.79,1,2,176,1.14,6.23,45.32
501,E10033,50,1,33973,15,15,90,0,60.2,47.47,7.97,1,2,162,1.23,7.3,45.02
502,E10033,50,2,32594,15,15,90,0,60.2,47.63,2.82,1,2,162,1.23,2.66,44.33
503,E10033,55,1,28672,15,15,90,0,60.2,47.47,2.65,1,2,162,1.23,2.51,44.22
504,E10033,55,2,27145,15,15,90,0,60.2,47.63,0,1,2,162,1.23,0.12,43.9
505,E10033,60,1,30012,15,15,90,0,60.2,47.61,14.51,1,1,102,0.98,13.16,46.07
506,E10033,60,2,27174,15,15,90,0,60.2,47.95,0,1,1,102,0.98,0.1,44.06
507,E10034,20,1,10000,20,20,90,0,60.2,51.18,22.94,1,2,176,1.14,20.76,49.12
508,E10034,20,2,12262,20,20,90,0,60.2,50.13,0,1,2,176,1.14,0.11,45.15
509,E10034,25,1,11668,20,20,90,0,60.2,51.18,0,1,2,176,1.14,0.11,45.68
510,E10034,25,2,13286,20,20,90,0,60.2,50.13,0,1,2,176,1.14,0.11,45.15
511,E10034,30,1,14660,20,20,90,0,60.2,48.69,0,1,2,176,1.14,0.11,44.43
512,E10034,30,2,15477,20,20,90,0,60.2,48.6,0,1,2,176,1.14,0.11,44.39
513,E10034,35,1,19325,20,20,90,0,60.2,48.69,0,1,2,176,1.14,0.11,44.43
514,E10034,35,2,19199,20,20,90,0,60.2,48.6,0,1,2,176,1.14,0.11,44.39
515,E10034,40,1,25046,20,20,90,0,60.2,46.97,2.15,1,2,176,1.14,2.05,43.89
516,E10034,40,2,24249,20,20,90,0,60.2,47.07,0,1,2,176,1.14,0.11,43.62
517,E10034,45,1,30708,20,20,90,0,60.2,46.97,4.3,1,2,176,1.14,3.98,44.22
518,E10034,45,2,29529,20,20,90,0,60.2,47.07,2.26,1,2,176,1.14,2.15,43.96
519,E10034,50,1,35071,20,20,90,0,60.2,46.6,7.97,1,2,162,1.23,7.3,44.58
520,E10034,50,2,33048,20,20,90,0,60.2,46.76,5.64,1,2,162,1.23,5.2,44.31
521,E10034,55,1,29717,20,20,90,0,60.2,46.6,2.65,1,2,162,1.23,2.51,43.79
522,E10034,55,2,27499,20,20,90,0,60.2,46.76,0,1,2,162,1.23,0.12,43.47
523,E10034,60,1,31037,20,20,90,0,60.2,46.7,7.25,1,1,102,0.98,6.62,44.52
524,E10034,60,2,27671,20,20,90,0,60.2,46.99,0,1,1,102,0.98,0.1,43.58
525,E10035,20,1,10000,10,10,90,0,60.2,65.06,0,1,2,176,1.14,0.11,52.62
526,E10035,20,2,10000,10,10,90,0,60.2,65.06,0,1,2,176,1.14,0.11,52.62
527,E10035,25,1,10000,10,10,90,0,60.2,65.06,0,1,2,176,1.14,0.11,52.62
528,E10035,25,2,10000,10,10,90,0,60.2,65.06,5.1,1,2,176,1.14,4.7,53.38
529,E10035,30,1,10000,10,10,90,0,60.2,64.89,5.44,1,2,176,1.14,5.01,53.35
530,E10035,30,2,10000,10,10,90,0,60.2,64.25,8.16,1,2,176,1.14,7.46,53.44
531,E10035,35,1,10172,10,10,90,0,60.2,64.89,3.62,1,2,176,1.14,3.37,53.07
532,E10035,35,2,10853,10,10,90,0,60.2,64.25,4.08,1,2,176,1.14,3.79,52.82
533,E10035,40,1,12234,10,10,90,0,60.2,59.94,19.36,1,2,176,1.14,17.54,52.96
534,E10035,40,2,12296,10,10,90,0,60.2,59.98,4.52,1,2,176,1.14,4.18,50.75
535,E10035,45,1,14860,10,10,90,0,60.2,59.94,12.9,1,2,176,1.14,11.72,51.99
536,E10035,45,2,14734,10,10,90,0,60.2,59.98,6.79,1,2,176,1.14,6.23,51.1
537,E10035,50,1,18168,10,10,90,0,60.2,55.62,5.31,1,2,162,1.23,4.9,48.69
538,E10035,50,2,18152,10,10,90,0,60.2,55.67,14.1,1,2,162,1.23,12.81,50.04
539,E10035,55,1,20530,10,10,90,0,60.2,55.62,5.31,1,2,162,1.23,4.9,48.69
540,E10035,55,2,20372,10,10,90,0,60.2,55.67,28.21,1,2,162,1.23,25.51,52.15
541,E10035,60,1,20616,10,10,90,0,60.2,55.97,43.54,1,2,102,1.96,39.38,54.62
542,E10035,60,2,19413,10,10,90,0,60.2,56.89,34.92,1,2,102,1.96,31.62,53.78
543,E10035,65,1,16803,10,10,90,0,60.2,55.97,50.8,1,2,102,1.96,45.92,55.71
544,E10035,65,2,14958,10,10,90,0,60.2,56.89,69.84,1,2,102,1.96,63.05,59.02
545,E10036,20,1,10000,15,15,90,0,60.2,58.55,0,1,2,176,1.14,0.11,49.36
