CONTRACT_PK,USER_CODE,GIS_CD,CT_PY_AMT,CT_PY_PD,CT_CHNL_CD,INSU_DAY,INSU_YEAR,MGG_GRP
632,1661051,31,17,10,6,3652,10,A95
633,1661051,31,13,10,6,3652,10,A95
634,252350,35,22,5,1,1827,6,A95
635,1430651,34,11,10,6,3652,10,A95
636,1235685,35,47,5,5,3652,10,A95
637,1922657,31,24,5,3,1826,5,A95
638,1922657,31,29,5,3,1827,6,A95
639,1529209,11,20,5,3,1826,5,A95
640,1561359,34,28,5,6,1827,6,A95
641,351147,24,23,5,4,1827,6,A95
642,1129011,11,15,5,6,1826,5,A95
643,945276,33,37,10,1,3652,10,A95
644,1847133,25,22,20,1,10957,30,A95
645,1847133,25,26,20,1,10957,30,A95
646,62760,31,12,5,6,1826,5,A95
647,62760,31,13,5,6,1827,6,A95
648,62760,31,21,5,6,1827,6,A95
649,664611,31,25,5,3,1826,5,A95
650,824678,21,30,5,6,1827,6,A95
651,547014,35,19,10,6,3653,11,A95
652,509065,35,65,5,6,1826,5,A95
653,1646527,11,16,10,6,3652,10,A95
654,1646527,11,6,10,6,3653,11,A95
655,1180749,32,9,10,6,3653,11,A95
656,1180749,32,25,10,6,3653,11,A95
657,772702,23,60,5,3,1826,5,A95
658,1799558,39,27,5,6,1826,5,A95
659,1799558,39,27,5,6,1826,5,A95
660,1138320,23,27,10,6,3652,10,A95
661,1698810,22,41,10,6,3652,10,A95
662,1477378,11,18,10,6,3652,10,A95
663,1541631,24,23,10,6,3653,11,A95
664,1543931,11,28,10,6,3653,11,A95
665,788371,31,34,20,4,7305,21,A95
666,60839,31,34,10,3,3653,11,A95
667,607964,11,25,5,1,3652,10,A95
668,607964,32,160,15,1,5479,16,A95
669,316927,11,14,5,5,3652,10,A95
670,1642400,31,29,10,6,3653,11,A95
671,114765,31,36,5,6,1826,5,A95
672,940907,22,29,10,3,3652,10,A95
673,1580656,25,67,10,6,3652,10,A95
674,1402774,24,22,10,6,3653,11,A95
675,1483607,21,21,5,1,1826,5,A95
676,1311057,23,41,10,6,3652,10,A95
677,1311057,23,11,10,6,3652,10,A95
678,1154106,11,41,10,1,3653,11,A95
679,1934515,11,50,10,6,3652,10,A95
680,1170243,11,50,10,1,6574,18,A95
681,1170243,11,36,10,1,6574,18,A95
682,1698714,31,32,30,1,10957,30,A95
683,1813290,11,19,20,6,7305,21,A95
684,637943,22,42,10,1,3653,11,A95
685,1464112,34,40,10,6,3652,10,A95
686,558100,38,26,5,4,1827,6,A95
687,558100,38,25,5,4,1826,5,A95
688,1129035,35,54,15,1,5479,16,A95
689,858259,32,41,10,6,3653,11,A95
690,666636,21,46,5,1,3652,10,A95
691,690454,31,28,5,4,1827,6,A95
692,690454,31,24,5,4,1826,5,A95
693,1859283,21,20,5,6,1826,5,A95
694,1859283,21,24,5,6,1827,6,A95
695,523169,32,57,10,3,3653,11,A95
696,1436220,32,27,5,4,1826,5,A95
697,1407574,32,25,10,6,3653,11,A95
698,1407574,32,13,5,4,1827,6,A95
699,1302005,22,44,10,6,3653,11,A95
700,1013389,11,15,10,6,3653,11,A95
701,1013389,11,29,10,6,3653,11,A95
702,1013389,11,41,10,6,3652,10,A95
703,1013389,11,37,10,6,3652,10,A95
704,476676,26,40,15,6,5479,16,A95
705,962999,31,47,5,3,1826,5,A95
706,962999,31,29,10,6,3652,10,A95
707,66391,31,22,5,6,1827,6,A95
708,66391,31,21,5,6,1826,5,A95
709,1897665,31,58,11,1,4017,11,A95
710,484946,25,24,15,6,5479,16,A95
711,374912,35,29,10,6,3653,11,A95
712,156255,36,19,5,1,1826,5,A95
713,560630,24,8,10,6,3652,10,A95
714,560630,24,12,10,6,3653,11,A95
715,1380259,11,33,10,6,3653,11,A95
716,1937909,21,35,5,3,1826,5,A95
717,1937909,21,33,5,3,1826,5,A95
718,1937909,21,33,5,3,1826,5,A95
719,1395857,23,20,10,1,3653,11,A95
720,1139331,31,27,10,6,3652,10,A95
721,582038,21,27,15,6,5479,16,A95
722,582038,21,28,10,6,3653,11,A95
723,218131,32,46,10,6,3653,11,A95
724,1336565,31,36,5,6,1826,5,A95
725,1336565,31,27,5,6,1826,5,A95
726,1336565,31,31,5,6,1826,5,A95
727,1336565,31,15,10,6,3653,11,A95
728,517999,31,35,20,2,8401,24,A95
729,1811742,31,34,10,3,3652,10,A95
730,39499,38,22,10,3,3652,10,A95
731,1745196,33,25,5,5,1827,6,A95
732,880783,38,48,5,6,1826,5,A95
733,106598,37,37,10,6,3652,10,A95
734,1538259,36,31,10,3,3652,10,A95
735,756592,38,30,10,6,17897,50,A95
736,90455,11,36,10,6,3653,11,A95
737,1295990,31,32,30,1,10957,30,A95
738,1090954,24,30,10,6,3653,11,A95
739,1748360,31,56,10,1,3653,11,A95
740,1748360,31,56,10,1,3653,11,A95
741,1527428,33,24,25,1,9131,25,A95
742,7435,23,28,10,1,3653,11,A95
743,1015413,25,49,5,6,1826,5,A95
744,1120562,31,24,10,6,3653,11,A95
745,677302,23,31,5,3,1826,5,A95
746,572885,37,29,5,5,1826,5,A95
747,266969,34,15,10,6,3653,11,A95
748,266969,34,13,10,6,3652,10,A95
749,266969,34,12,10,6,3652,10,A95
750,1022802,11,27,5,1,1826,5,A95
751,1535719,11,40,10,1,18263,51,A95
752,99983,22,33,5,6,1826,5,A95
753,99983,22,37,5,6,1827,6,A95
754,1736365,31,32,10,6,3652,10,A95
755,198037,38,24,10,6,3653,11,A95
756,1314197,32,51,10,6,3652,10,A95
757,1314197,32,48,10,6,3652,10,A95
758,1284547,25,24,5,1,1827,6,A95
759,353044,31,50,10,6,13515,38,A95
760,536518,37,63,5,5,3653,11,A95
761,704865,11,55,15,3,7305,21,A95
762,704865,11,67,15,3,7305,21,A95
763,1593733,31,28,5,5,1826,5,A95
764,1207588,22,54,5,6,1827,6,A95
765,1444371,26,30,5,6,1826,5,A95
766,1444371,26,30,5,6,1826,5,A95
767,166998,37,30,5,1,1827,6,A95
768,674768,11,20,10,6,3653,11,A95
769,674768,11,28,10,6,3652,10,A95
770,674768,11,14,10,6,3653,11,A95
771,386257,34,25,5,3,1826,5,A95
772,1268852,21,55,10,3,6940,20,A95
773,1515413,23,23,5,6,1826,5,A95
774,1515413,23,30,5,6,1826,5,A95
775,158364,22,42,10,3,3652,10,A95
776,1504924,23,26,10,6,3653,11,A95
777,516226,31,49,10,1,3653,11,A95
778,361362,25,57,10,6,3653,11,A95
779,1345054,31,45,10,2,4383,13,A95
780,1345054,31,58,10,2,4383,13,A95
781,1922091,26,55,15,1,5478,15,A95
782,1702667,24,29,10,1,3653,11,A95
783,739966,33,34,10,6,3653,11,A95
784,763847,31,22,10,1,3652,10,A95
785,1955136,23,36,5,6,1826,5,A95
786,377322,36,26,10,6,3653,11,A95
787,572119,31,27,15,1,5479,16,A95
788,1402217,11,10,10,6,3653,11,A95
789,1402217,11,13,10,6,3653,11,A95
790,571365,31,15,5,1,3652,10,A95
791,571365,31,10,5,1,1826,5,A95
792,571365,31,31,10,6,3652,10,A95
793,987566,31,17,10,3,3653,11,A95
794,1155331,35,46,10,6,3653,11,A95
795,101100,11,33,15,1,5479,16,A95
796,547232,21,39,10,6,3653,11,A95
797,290495,25,35,5,6,1826,5,A95
798,520554,11,25,10,6,3652,10,A95
799,1813329,38,78,20,1,7305,21,A95
800,193257,31,14,10,6,3653,11,A95
801,193257,31,31,10,6,3652,10,A95
802,1391135,11,22,10,1,3653,11,A95
803,1391135,11,25,10,1,3653,11,A95
804,902615,34,3,10,6,3653,11,A95
805,902615,34,19,10,6,3653,11,A95
806,902615,34,10,5,5,3652,10,A95
807,1866994,11,44,10,6,3653,11,A95
808,1787389,11,42,5,6,1826,5,A95
809,1787389,11,42,5,6,1826,5,A95
810,1104217,11,23,10,6,3652,10,A95
811,1857908,37,52,10,6,3653,11,A95
812,1615551,22,41,10,6,3653,11,A95
813,1767584,32,95,20,1,7305,21,A95
814,1575992,31,22,10,6,3653,11,A95
815,1427949,34,16,15,6,5479,16,A95
816,121470,32,31,10,1,3653,11,A95
817,340255,31,20,10,6,3653,11,A95
818,340255,31,23,10,6,3653,11,A95
819,709617,31,37,5,6,1827,6,A95
820,709617,31,47,5,6,1826,5,A95
821,993721,11,22,25,1,9131,25,A95
822,1080274,21,41,10,6,3653,11,A95
823,424430,38,22,10,6,3653,11,A95
824,614594,31,32,20,6,7305,21,A95
825,1057749,37,24,10,6,3653,11,A95
826,187246,31,77,10,1,3653,11,A95
827,111165,11,38,10,6,3652,10,A95
828,877305,37,13,10,6,3653,11,A95
829,981061,26,16,10,6,3652,10,A95
830,95924,11,32,5,6,1826,5,A95
831,1819980,39,35,20,4,18262,50,A95
832,1134985,25,43,10,6,3652,10,A95
833,1134985,25,42,10,6,3652,10,A95
834,1134985,25,21,10,6,3653,11,A95
835,796988,38,48,10,1,3653,11,A95
836,602055,24,43,10,1,4748,13,A95
837,1696149,36,37,10,1,12419,35,A95
838,1696149,36,30,10,1,12419,35,A95
839,168312,33,37,10,6,3653,11,A95
840,436832,11,35,10,6,3652,10,A95
841,1538535,35,26,10,1,3653,11,A95
842,1538535,35,25,10,1,3653,11,A95
843,1538535,35,25,5,1,1826,5,A95
844,1210733,36,38,10,6,3653,11,A95
845,420721,23,29,10,6,3652,10,A95
846,107463,31,42,5,6,1827,6,A95
847,107463,31,30,5,6,1826,5,A95
848,1528782,37,19,5,1,1826,5,A95
849,1825823,38,14,5,5,3652,10,A95
850,1707848,36,36,10,1,4018,12,A95
851,1706299,11,24,10,6,3652,10,A95
852,1928125,35,38,10,6,3652,10,A95
853,543553,31,40,10,1,3653,11,A95
854,1833609,21,9,10,6,3652,10,A95
855,1833609,21,21,10,6,3652,10,A95
856,1153491,38,59,10,6,3653,11,A95
857,639588,26,41,5,6,1827,6,A95
858,1125895,31,44,5,3,1827,6,A95
859,1125895,31,32,5,3,1826,5,A95
860,760752,24,24,10,6,3653,11,A95
861,760752,24,6,10,6,3653,11,A95
862,1880243,31,27,5,6,1826,5,A95
863,1559783,31,27,10,6,3653,11,A95
864,1559783,31,32,10,6,3653,11,A95
865,920029,31,32,5,6,1826,5,A95
866,59259,38,19,5,4,1826,5,A95
867,1214695,21,28,5,6,1826,5,A95
868,1214695,21,38,5,6,1827,6,A95
869,1414286,39,24,5,6,1827,6,A95
870,65474,31,22,10,6,3653,11,A95
871,65474,31,36,10,6,3652,10,A95
872,65474,31,34,10,6,3652,10,A95
873,254827,22,27,5,1,1826,5,A95
874,1091664,11,34,5,3,1826,5,A95
875,1539803,11,65,15,1,5479,16,A95
876,1450901,31,27,15,6,5478,15,A95
877,1691329,33,67,15,1,5479,16,A95
878,1703661,36,40,10,6,3652,10,A95
879,1502866,34,59,10,1,3653,11,A95
880,1052388,37,31,10,3,3653,11,A95
881,1052388,37,18,10,3,3653,11,A95
882,1871261,35,18,10,1,3653,11,A95
883,686777,36,38,10,6,3653,11,A95
884,1916475,35,45,5,3,1826,5,A95
885,72275,31,38,10,6,3652,10,A95
886,41228,31,68,10,6,3652,10,A95
887,607160,31,19,10,6,3652,10,A95
888,923543,11,30,10,6,3653,11,A95
889,923543,11,17,10,6,3652,10,A95
890,9179,31,40,10,6,3653,11,A95
891,1240689,25,17,5,1,3652,10,A95
892,1240689,25,11,5,1,1826,5,A95
893,1565868,11,24,10,6,3652,10,A95
894,1023788,36,41,10,3,3653,11,A95
895,807696,23,43,10,6,3652,10,A95
896,1107449,39,23,5,1,1826,5,A95
897,1090396,37,29,10,6,3653,11,A95
898,835533,31,31,15,1,5478,15,A95
899,790731,33,49,10,6,3653,11,A95
900,608482,34,27,10,6,3653,11,A95
901,608482,34,38,10,6,3653,11,A95
902,989821,31,29,10,6,3653,11,A95
903,1677311,26,41,10,3,3652,10,A95
904,1223797,37,51,10,6,3653,11,A95
905,1496409,38,23,10,6,3652,10,A95
906,209916,11,26,10,1,3653,11,A95
907,556022,36,61,15,1,5479,16,A95
908,778585,11,5,10,6,3652,10,A95
909,778585,11,6,10,6,3652,10,A95
910,778585,11,9,10,6,3652,10,A95
911,778585,11,24,10,6,3652,10,A95
912,1694657,23,36,45,3,16437,46,A95
913,1919,21,19,10,6,3652,10,A95
914,768202,31,39,5,6,1826,5,A95
915,1349579,38,19,10,6,3653,11,A95
916,435222,11,22,24,1,8766,25,A95
917,162748,32,45,16,1,5844,17,A95
918,788061,22,31,10,6,3652,10,A95
919,187448,31,56,10,3,3653,11,A95
920,818078,31,36,10,1,3653,11,A95
921,1948975,35,57,10,1,3653,11,A95
922,768587,31,11,10,6,3652,10,A95
923,768587,31,47,10,6,3652,10,A95
924,853850,11,32,5,6,1826,5,A95
925,339429,31,36,10,6,3653,11,A95
926,1407394,25,31,10,6,3652,10,A95
927,473788,31,19,5,4,1826,5,A95
928,473788,31,19,5,4,1827,6,A95
929,361927,11,46,15,6,5479,16,A95
930,843017,35,53,10,1,3653,11,A95
931,1780440,11,51,10,6,3653,11,A95
932,457747,23,24,5,4,1827,6,A95
933,457747,23,25,5,4,1826,5,A95
934,1284193,33,14,5,1,3652,10,A95
935,783628,31,35,10,6,3653,11,A95
936,1557999,11,50,5,6,1826,5,A95
937,1557999,11,34,5,6,1826,5,A95
938,1239152,34,33,10,6,3652,10,A95
939,1808726,22,23,10,6,3653,11,A95
940,203779,11,69,5,3,1826,5,A95
941,346505,11,46,5,2,6940,20,A95
942,346505,11,59,5,2,6940,20,A95
943,446017,31,55,5,6,1827,6,A95
944,446017,31,40,5,6,1826,5,A95
945,1695048,35,33,15,6,5478,15,A95
946,762645,35,59,10,6,3653,11,A95
947,762645,35,25,10,6,3653,11,A95
948,526773,11,26,10,6,3652,10,A95
949,1404806,33,15,5,1,3652,10,A95
950,1462631,31,30,15,1,5479,16,A95
951,1875277,32,39,10,3,3652,10,A95
952,411952,22,57,5,6,1826,5,A95
953,1817467,38,19,10,6,3652,10,A95
954,1095856,31,35,5,6,1827,6,A95
955,1095856,31,44,5,6,1826,5,A95
956,950136,23,15,5,1,3653,11,A95
957,466120,11,22,5,6,1827,6,A95
958,42302,36,130,10,3,3653,11,A95
959,511700,31,27,5,6,1826,5,A95
960,1579131,21,32,5,6,1826,5,A95
961,1579131,21,27,5,6,1826,5,A95
962,1102800,33,52,10,1,3652,10,A95
963,1832990,36,35,10,3,3652,10,A95
964,1840652,11,41,5,3,1826,5,A95
965,1201490,34,37,20,1,12784,36,A95
966,1707664,11,130,15,1,12783,35,A95
967,909808,31,26,10,6,3653,11,A95
968,909808,31,16,10,6,3652,10,A95
969,909808,31,15,10,6,3652,10,A95
970,909808,31,26,10,6,3653,11,A95
971,455538,38,27,5,4,1826,5,A95
972,455538,38,36,5,4,1826,5,A95
973,1006557,36,40,10,6,3652,10,A95
974,781197,25,13,5,1,1826,5,A95
975,848775,38,30,10,6,3653,11,A95
976,1579122,25,21,15,6,5479,16,A95
977,337452,21,21,5,3,1826,5,A95
978,337452,21,19,5,3,1827,6,A95
979,347702,32,23,20,1,20454,57,A95
980,680580,11,33,15,6,5479,16,A95
981,1116578,23,27,10,6,3652,10,A95
982,665669,31,40,5,6,1826,5,A95
983,665669,31,53,5,6,1827,6,A95
984,1146813,35,26,5,4,1826,5,A95
985,1017477,24,36,10,6,3652,10,A95
986,130779,25,31,5,3,1826,5,A95
987,130779,25,36,5,3,1827,6,A95
988,1086074,31,11,10,6,3652,10,A95
989,1086074,31,9,10,6,3653,11,A95
990,1086074,31,32,10,6,3652,10,A95
991,1086074,31,20,10,6,3652,10,A95
992,199676,22,35,5,6,1826,5,A95
993,199676,22,44,5,6,1827,6,A95
994,561919,31,11,10,6,3652,10,A95
995,561919,31,13,10,6,3652,10,A95
996,561919,31,15,10,6,3652,10,A95
997,1852213,24,29,10,1,3653,11,A95
998,1136954,23,19,5,6,1826,5,A95
999,1756996,22,46,10,6,3652,10,A95
1000,146305,34,11,5,5,3653,11,A95
1001,819705,35,25,5,6,1826,5,A95
1002,1493019,21,27,40,1,14610,41,A95
1003,1744430,11,9,10,6,3652,10,A95
1004,446122,37,64,10,1,3653,11,A95
1005,1030050,31,26,5,1,1826,5,A95
1006,1030050,31,22,10,1,3652,10,A95
1007,956815,11,33,10,1,3653,11,A95
1008,443665,24,58,10,3,15706,44,A95
1009,508536,31,22,20,6,7305,21,A95
1010,752292,31,38,25,1,9131,25,A95
1011,1391304,35,28,10,6,3652,10,A95
1012,1593742,31,20,10,6,3652,10,A95
1013,1593742,31,19,10,6,3652,10,A95
1014,656382,11,25,10,6,3653,11,A95
1015,521253,31,60,5,5,3652,10,A95
1016,728699,31,18,5,6,1826,5,A95
1017,728699,31,20,5,6,1827,6,A95
1018,1753725,38,41,20,1,21185,59,A95
1019,1077729,21,11,10,6,3653,11,A95
1020,1045122,23,21,5,1,1826,5,A95
1021,1908413,39,33,5,6,1826,5,A95
1022,1192926,38,25,20,3,13880,39,A95
1023,667016,31,49,10,1,3652,10,A95
1024,83217,24,32,10,6,19358,54,A95
1025,269102,38,52,15,6,5479,16,A95
1026,1773491,31,27,10,1,3652,10,A95
1027,743089,21,12,5,5,3652,10,A95
1028,1371197,38,32,20,3,7671,22,A95
1029,909721,23,27,15,1,5479,16,A95
1030,1655325,33,15,15,1,5479,16,A95
1031,302055,36,31,5,4,1827,6,A95
1032,302055,36,28,5,4,1826,5,A95
1033,267398,11,23,15,4,5479,16,A95
1034,1304979,21,14,10,6,3653,11,A95
1035,1591164,37,17,25,1,9131,25,A95
1036,1760511,21,28,5,6,1826,5,A95
1037,1760511,21,23,5,6,1826,5,A95
1038,1116628,25,14,5,5,3652,10,A95
1039,942442,31,71,5,6,1827,6,A95
1040,942442,31,52,5,6,1826,5,A95
1041,1579277,25,51,10,6,3653,11,A95
1042,206111,37,20,10,6,3652,10,A95
1043,206111,37,5,10,6,3653,11,A95
1044,206111,37,10,10,6,3653,11,A95
1045,1862221,34,22,10,6,3653,11,A95
1046,500725,22,42,15,3,5479,16,A95
1047,722041,21,50,10,6,3652,10,A95
1048,1377717,25,34,10,6,3652,10,A95
1049,990207,11,23,10,6,3652,10,A95
1050,670823,36,30,5,3,1826,5,A95
1051,670823,36,30,5,3,1826,5,A95
1052,553717,38,51,5,6,1827,6,A95
1053,1353259,31,31,10,6,3652,10,A95
1054,461096,34,21,10,6,3652,10,A95
1055,1024877,31,22,5,1,1826,5,A95
1056,1024877,31,29,5,1,3653,11,A95
1057,1600338,31,22,10,6,3652,10,A95
1058,639550,31,40,5,6,1826,5,A95
1059,639550,31,28,5,6,1826,5,A95
1060,1263552,25,33,5,3,1827,6,A95
1061,1263552,25,28,5,3,1826,5,A95
1062,54305,38,22,20,1,7305,21,A95
1063,309476,37,14,5,1,1827,6,A95
1064,1436834,35,30,5,4,1826,5,A95
1065,500520,31,15,10,6,3652,10,A95
1066,500520,31,30,10,6,3652,10,A95
1067,500520,31,23,20,6,7305,21,A95
1068,650905,37,34,10,6,3652,10,A95
1069,650905,37,10,10,6,3653,11,A95
1070,650905,37,39,15,6,5479,16,A95
1071,1483123,11,52,5,3,1826,5,A95
1072,1483123,11,71,5,3,1827,6,A95
1073,1394783,31,28,35,1,12784,36,A95
1074,741095,31,3,10,6,3652,10,A95
1075,741095,31,31,10,6,3652,10,A95
1076,1852233,11,22,10,6,3653,11,A95
1077,1751870,32,16,10,6,3652,10,A95
1078,396707,35,58,10,6,3652,10,A95
1079,380135,23,34,10,3,3652,10,A95
1080,824278,31,34,5,6,1827,6,A95
1081,445003,11,34,5,1,1826,5,A95
1082,445003,11,34,5,5,1826,5,A95
1083,1637490,31,39,20,2,20454,57,A95
1084,544305,31,28,5,3,1826,5,A95
1085,1177827,31,46,20,1,12784,36,A95
1086,1316379,35,38,10,6,3653,11,A95
1087,1124648,32,31,10,6,3653,11,A95
1088,1194059,11,36,10,6,3653,11,A95
1089,915338,31,22,5,1,1827,6,A95
1090,915338,31,23,5,1,1826,5,A95
1091,202017,31,22,10,6,3653,11,A95
1092,653610,31,29,5,4,1826,5,A95
1093,1233370,39,34,15,6,5479,16,A95
1094,668891,11,41,5,6,1827,6,A95
1095,1528179,31,23,10,6,3653,11,A95
1096,460290,24,43,15,1,5478,15,A95
1097,877915,26,20,5,6,1826,5,A95
1098,877915,26,21,5,6,1826,5,A95
1099,627727,38,18,10,6,3653,11,A95
1100,168089,34,30,5,3,1826,5,A95
1101,381170,24,42,15,1,5479,16,A95
1102,20630,35,66,15,1,5479,16,A95
1103,126921,11,36,10,6,3653,11,A95
1104,1604624,34,18,35,1,12784,36,A95
1105,902817,31,69,10,6,3653,11,A95
1106,1509041,23,18,20,3,20088,55,A95
1107,736376,33,11,5,1,3652,10,A95
1108,1618339,25,59,10,3,3653,11,A95
1109,584691,37,50,13,1,4748,13,A95
1110,846069,11,51,10,6,3653,11,A95
1111,1905269,31,26,20,1,7305,21,A95
1112,1858342,25,19,20,6,27759,77,A95
1113,377382,31,23,10,6,3652,10,A95
1114,1403971,31,59,10,6,3653,11,A95
1115,1476101,34,43,5,3,1826,5,A95
1116,1476101,34,55,5,3,1827,6,A95
1117,746661,37,16,10,6,3653,11,A95
1118,746661,37,31,10,6,3653,11,A95
1119,1446703,33,22,10,6,3652,10,A95
1120,577782,36,21,10,3,3652,10,A95
1121,639172,11,49,5,3,1826,5,A95
1122,402924,31,24,5,6,1826,5,A95
1123,1814928,31,42,10,6,3652,10,A95
1124,1315962,38,19,10,6,3653,11,A95
1125,805816,31,30,10,6,3653,11,A95
1126,1249804,24,37,10,6,3653,11,A95
1127,250631,31,32,10,6,3653,11,A95
1128,101144,24,45,5,3,1826,5,A95
1129,749377,34,51,10,1,3652,10,A95
1130,729507,31,81,10,1,3653,11,A95
1131,1459112,36,36,5,1,1826,5,A95
1132,1551079,38,57,10,1,3653,11,A95
1133,180676,34,81,15,1,5479,16,A95
1134,1123826,38,10,5,1,1826,5,A95
1135,1123826,38,15,5,1,3653,11,A95
1136,993546,11,27,10,6,3652,10,A95
1137,1779192,26,19,15,6,5479,16,A95
1138,1448035,23,83,20,3,11688,33,A95
1139,979404,38,19,10,6,3653,11,A95
1140,979404,38,34,10,6,3652,10,A95
1141,979404,38,30,10,6,3652,10,A95
1142,979404,38,13,10,6,3653,11,A95
1143,1303734,31,20,5,6,1826,5,A95
1144,1074004,11,30,5,3,1827,6,A95
1145,1447522,35,20,10,6,3652,10,A95
1146,100460,39,32,5,6,1826,5,A95
1147,1834914,35,64,5,6,1826,5,A95
1148,1946122,11,8,10,6,3652,10,A95
1149,1946122,11,8,3,6,1096,4,A95
1150,1946122,11,8,3,6,1096,4,A95
1151,1946122,31,15,10,6,3653,11,A95
1152,234167,31,28,10,6,3652,10,A95
1153,1021763,31,16,5,1,3653,11,A95
1154,539114,11,46,10,6,3653,11,A95
1155,1462711,38,11,10,6,3652,10,A95
1156,1462711,38,19,10,6,3653,11,A95
1157,1016871,38,18,5,4,1826,5,A95
1158,1522895,11,23,10,6,3652,10,A95
1159,1623479,31,39,10,3,3652,10,A95
1160,401358,11,95,10,6,3652,10,A95
1161,897828,21,44,5,6,1827,6,A95
1162,897828,21,34,5,6,1826,5,A95
1163,918106,35,28,10,6,3653,11,A95
1164,1043547,24,27,5,6,1826,5,A95
1165,1337017,11,9,5,1,3653,11,A95
1166,451369,31,26,10,6,3653,11,A95
1167,201207,34,30,10,6,3652,10,A95
1168,201207,34,10,10,6,3652,10,A95
1169,1849988,11,11,20,6,7305,21,A95
1170,281433,26,40,5,6,1827,6,A95
1171,281433,26,40,5,6,1827,6,A95
1172,494366,32,16,10,6,3652,10,A95
1173,1223006,24,59,15,1,5479,16,A95
1174,50913,37,34,22,1,8035,22,A95
1175,1495028,32,31,10,4,3653,11,A95
1176,1239911,31,18,10,1,3653,11,A95
1177,1743468,32,20,5,3,1826,5,A95
1178,1030526,34,28,10,6,3653,11,A95
1179,7866,21,23,10,6,3653,11,A95
1180,1161554,37,36,15,6,5479,16,A95
1181,615897,11,50,5,6,1826,5,A95
1182,615897,11,71,5,6,1827,6,A95
1183,952388,37,34,10,6,3653,11,A95
1184,952388,37,23,10,6,3653,11,A95
1185,757277,11,12,10,6,3652,10,A95
1186,1077797,31,25,5,6,1826,5,A95
1187,1077797,31,34,5,6,1826,5,A95
1188,1733208,11,29,10,3,3653,11,A95
1189,924699,11,30,10,6,3652,10,A95
1190,25045,11,24,20,3,20454,57,A95
1191,204581,31,27,10,6,3653,11,A95
1192,415657,11,36,5,3,1826,5,A95
1193,810728,25,44,10,3,3653,11,A95
1194,1324552,31,55,10,1,13149,37,A95
1195,415623,39,96,15,1,5479,16,A95
1196,632748,23,13,10,6,3652,10,A95
1197,632748,23,25,10,6,3653,11,A95
1198,632748,23,14,10,6,3653,11,A95
1199,1054023,23,29,20,1,7305,21,A95
1200,342508,31,18,5,6,1827,6,A95
1201,1776422,35,34,5,6,1826,5,A95
1202,1776422,35,29,5,6,1826,5,A95
1203,1779289,11,43,10,6,3653,11,A95
1204,1092212,11,23,10,6,3652,10,A95
1205,1830714,37,43,10,6,3653,11,A95
1206,1830714,37,43,10,6,3653,11,A95
1207,1474334,11,29,10,6,3652,10,A95
1208,1871456,11,24,10,4,3652,10,A95
1209,173416,36,17,5,5,3652,10,A95
1210,1412121,11,24,10,6,3652,10,A95
1211,1590279,21,39,10,6,3653,11,A95
1212,1822281,26,19,10,6,3653,11,A95
1213,1822281,26,10,10,6,3653,11,A95
1214,1889843,25,49,5,6,1826,5,A95
1215,289222,31,46,20,1,20454,57,A95
1216,73925,31,28,10,6,3653,11,A95
1217,1352725,38,55,10,1,3653,11,A95
1218,1906894,23,22,40,1,14610,41,A95
1219,1068401,26,41,10,6,3653,11,A95
1220,1788433,31,23,10,6,3652,10,A95
1221,1031502,36,40,10,6,3652,10,A95
1222,367115,31,25,10,6,3653,11,A95
1223,195383,31,45,5,6,1826,5,A95
1224,195383,31,31,5,6,1826,5,A95
1225,1954405,21,50,10,6,3653,11,A95
1226,158065,38,23,10,6,3652,10,A95
1227,336058,31,30,5,6,1827,6,A95
1228,1806661,31,38,20,4,7305,21,A95
1229,1126584,31,32,10,3,3652,10,A95
1230,699181,31,27,15,1,5479,16,A95
1231,205700,32,33,10,6,3652,10,A95
1232,395363,37,60,5,1,2557,8,A95
1233,619785,21,30,10,6,3652,10,A95
1234,619785,21,35,10,3,3652,10,A95
1235,1228521,31,9,10,6,3652,10,A95
1236,1228521,31,10,10,6,3652,10,A95
1237,1813825,26,23,10,1,3653,11,A95
1238,1166975,31,22,15,1,5479,16,A95
1239,1275916,34,42,10,6,3653,11,A95
1240,1275916,34,35,5,3,1826,5,A95
1241,247217,31,27,5,4,1827,6,A95
1242,247217,31,25,5,4,1826,5,A95
1243,842322,21,32,5,6,1827,6,A95
1244,1473383,37,35,10,3,3652,10,A95
1245,1533174,33,81,20,1,7305,21,A95
1246,836428,37,20,10,6,3652,10,A95
1247,1547341,31,22,5,6,1827,6,A95
1248,746238,11,18,10,1,3652,10,A95
1249,630130,22,25,5,5,1826,5,A95
1250,724419,31,27,5,4,1826,5,A95
1251,724419,31,30,5,4,1827,6,A95
1252,166675,31,68,5,1,1827,6,A95
1253,278446,34,47,10,3,3652,10,A95
1254,1101927,11,22,20,3,11688,33,A95
1255,1206307,33,26,10,6,3652,10,A95
1256,244148,34,48,20,1,11323,32,A95
1257,1647838,34,11,5,5,1826,5,A95
1258,1647838,34,15,5,5,3653,11,A95
1259,489538,36,33,5,4,1826,5,A95
1260,489538,36,28,5,4,1826,5,A95
1261,1634822,38,39,10,3,3653,11,A95
1262,1777171,25,130,10,1,3653,11,A95
1263,9403,36,27,10,6,3652,10,A95
1264,9403,36,23,10,6,3653,11,A95
1265,9403,36,29,10,6,3653,11,A95
1266,713474,36,22,5,1,1826,5,A95
