CONTRACT_PK,USER_CODE,GIS_CD,CT_PY_AMT,CT_PY_PD,CT_CHNL_CD,INSU_DAY,INSU_YEAR,MGG_GRP
1267,636178,11,61,10,3,3653,11,A95
1268,1716646,22,34,5,3,1826,5,A95
1269,1570109,26,19,5,6,1826,5,A95
1270,1570109,26,39,5,6,1826,5,A95
1271,1484446,22,31,10,6,3652,10,A95
1272,1484446,22,9,10,6,3653,11,A95
1273,440173,31,28,15,1,5478,15,A95
1274,838716,36,45,10,6,3653,11,A95
1275,98517,31,22,10,6,3652,10,A95
1276,1284327,38,18,5,4,1826,5,A95
1277,1284327,38,23,5,4,1827,6,A95
1278,124523,25,6,5,1,1826,5,A95
1279,124523,25,7,5,1,3653,11,A95
1280,953679,11,13,10,6,3653,11,A95
1281,425834,31,21,10,6,3653,11,A95
1282,1506551,35,19,10,6,3652,10,A95
1283,1263274,31,29,10,6,20454,57,A95
1284,1325477,21,39,10,1,3653,11,A95
1285,1912023,11,32,5,4,1826,5,A95
1286,1912023,11,37,5,4,1827,6,A95
1287,42473,11,25,10,6,3652,10,A95
1288,1870700,31,40,5,6,1826,5,A95
1289,1870700,31,30,5,6,1826,5,A95
1290,1266999,23,45,5,6,1826,5,A95
1291,1029292,33,46,30,1,10958,31,A95
1292,211690,31,35,15,1,5479,16,A95
1293,1159821,11,46,10,6,3652,10,A95
1294,92065,23,50,15,2,10227,29,A95
1295,1363705,32,38,10,4,3653,11,A95
1296,754783,37,18,10,6,3653,11,A95
1297,754783,37,18,5,6,1826,5,A95
1298,1693117,11,43,5,6,1826,5,A95
1299,1693117,11,31,5,6,1826,5,A95
1300,864949,31,14,5,1,1826,5,A95
1301,28691,23,27,5,6,1826,5,A95
1302,28691,23,29,10,6,3652,10,A95
1303,156056,34,71,20,2,10592,29,A95
1304,1063032,31,52,10,1,12053,33,A95
1305,148506,31,25,5,6,1827,6,A95
1306,148506,31,20,5,6,1826,5,A95
1307,35823,33,52,5,3,1827,6,A95
1308,325519,31,45,5,6,1826,5,A95
1309,1439067,34,29,5,1,3652,10,A95
1310,1439067,34,17,5,1,1826,5,A95
1311,1537928,31,28,10,6,3653,11,A95
1312,113403,21,69,10,3,3652,10,A95
1313,443542,34,23,10,6,3652,10,A95
1314,1026053,11,28,10,6,3653,11,A95
1315,574704,31,66,10,6,3652,10,A95
1316,1390685,22,52,15,6,5479,16,A95
1317,1865076,11,41,10,6,3653,11,A95
1318,1355536,38,17,5,6,1826,5,A95
1319,1355536,38,17,5,6,1826,5,A95
1320,37213,22,29,40,1,14610,41,A95
1321,1072345,32,52,20,1,7305,21,A95
1322,263076,11,14,5,6,1827,6,A95
1323,263076,11,13,5,6,1826,5,A95
1324,263076,11,17,5,6,1826,5,A95
1325,263076,11,15,5,6,1827,6,A95
1326,590695,23,16,10,6,3652,10,A95
1327,402794,22,16,20,6,7305,21,A95
1328,1721019,21,50,5,6,1827,6,A95
1329,302173,22,20,40,1,14610,41,A95
1330,1716582,24,24,10,3,3653,11,A95
1331,15598,25,34,10,6,3652,10,A95
1332,18543,31,37,20,6,7305,21,A95
1333,349509,23,66,10,6,3653,11,A95
1334,1508890,34,49,10,1,3653,11,A95
1335,684429,36,42,5,6,1826,5,A95
1336,684429,36,29,5,6,1826,5,A95
1337,811086,11,33,10,6,3652,10,A95
1338,820847,22,56,5,6,1826,5,A95
1339,1492532,31,40,10,6,3653,11,A95
1340,906412,22,17,15,6,5479,16,A95
1341,1647143,32,26,5,3,1827,6,A95
1342,497722,25,34,10,6,3652,10,A95
1343,1351762,31,15,15,1,5478,15,A95
1344,166730,31,31,10,6,3652,10,A95
1345,1665863,11,15,10,6,3653,11,A95
1346,1086814,38,23,20,6,7305,21,A95
1347,264371,38,55,5,1,1826,5,A95
1348,1351454,31,41,20,2,21550,60,A95
1349,1039217,32,32,5,4,1826,5,A95
1350,1039217,32,37,5,4,1827,6,A95
1351,587237,11,24,10,6,3653,11,A95
1352,402785,31,39,10,1,3653,11,A95
1353,1677989,31,16,10,1,3652,10,A95
1354,33632,23,24,10,6,3653,11,A95
1355,372826,21,27,10,6,3652,10,A95
1356,43110,35,18,5,1,3653,11,A95
1357,43110,35,10,5,1,1826,5,A95
1358,1802656,32,18,5,1,1826,5,A95
1359,38119,23,34,10,6,3653,11,A95
1360,92196,35,51,5,6,1827,6,A95
1361,571362,21,28,15,6,5479,16,A95
1362,159756,31,66,5,3,1826,5,A95
1363,652049,36,50,10,6,1826,5,A95
1364,652049,36,50,10,6,3653,11,A95
1365,652049,36,50,10,6,1826,5,A95
1366,341189,22,22,5,6,1826,5,A95
1367,341189,22,22,5,6,1826,5,A95
1368,1650220,31,30,10,6,3652,10,A95
1369,1650220,31,17,10,6,3653,11,A95
1370,797215,35,24,5,6,1826,5,A95
1371,609414,23,62,5,3,1827,6,A95
1372,1534235,36,22,10,6,3652,10,A95
1373,1148055,33,38,10,2,3653,11,A95
1374,168593,31,66,10,1,3653,11,A95
1375,1810520,38,32,5,3,1826,5,A95
1376,866336,22,32,10,6,3653,11,A95
1377,272219,11,83,10,1,12419,35,A95
1378,1012955,37,49,20,1,9131,25,A95
1379,62641,22,24,15,1,22280,62,A95
1380,1456882,25,25,10,6,3653,11,A95
1381,1456882,25,25,10,6,3653,11,A95
1382,1703844,37,35,49,1,17897,50,A95
1383,560881,11,27,15,6,5479,16,A95
1384,106882,31,46,10,1,3653,11,A95
1385,106882,31,35,10,6,3652,10,A95
1386,338781,11,21,10,6,3652,10,A95
1387,338781,11,29,10,6,3653,11,A95
1388,338781,11,15,10,6,3653,11,A95
1389,1091954,31,11,10,6,3652,10,A95
1390,1091954,31,9,10,6,3652,10,A95
1391,1091954,31,15,10,6,3652,10,A95
1392,1091954,31,11,10,6,3652,10,A95
1393,569071,22,64,20,1,9131,25,A95
1394,1917860,31,66,10,1,18993,53,A95
1395,296175,37,19,5,1,1826,5,A95
1396,1307773,11,45,5,1,1826,5,A95
1397,1343380,37,17,5,1,1826,5,A95
1398,988498,34,42,10,6,3653,11,A95
1399,78567,31,16,15,1,5478,15,A95
1400,1316692,31,47,5,3,1826,5,A95
1401,1792261,31,24,10,6,3653,11,A95
1402,504046,24,32,10,6,3653,11,A95
1403,1925124,38,25,5,3,1827,6,A95
1404,189088,34,18,5,4,1827,6,A95
1405,189088,34,18,5,4,1826,5,A95
1406,528160,23,21,20,1,13514,38,A95
1407,627133,36,13,5,5,1826,5,A95
1408,359734,37,21,10,1,23376,65,A95
1409,1375759,23,38,10,6,3652,10,A95
1410,846029,31,22,5,3,1826,5,A95
1411,784443,37,27,15,1,5479,16,A95
1412,1896130,24,28,15,6,5479,16,A95
1413,1896130,24,30,15,6,5478,15,A95
1414,1005236,37,82,20,1,7305,21,A95
1415,1906247,34,9,10,6,3652,10,A95
1416,1906247,34,17,10,6,3652,10,A95
1417,1906247,34,6,10,6,3652,10,A95
1418,1906247,34,12,10,6,3652,10,A95
1419,364635,31,38,10,6,3652,10,A95
1420,287840,36,28,25,1,9131,25,A95
1421,543700,21,25,5,4,1827,6,A95
1422,543700,21,22,5,4,1826,5,A95
1423,1267664,35,9,5,5,3652,10,A95
1424,973820,31,21,10,6,3653,11,A95
1425,388261,36,11,5,5,1826,5,A95
1426,388261,36,16,5,5,3652,10,A95
1427,440179,31,37,5,6,1827,6,A95
1428,1697805,26,27,10,6,3653,11,A95
1429,282591,31,40,10,6,3653,11,A95
1430,460267,34,39,15,1,5478,15,A95
1431,29720,11,30,10,6,3652,10,A95
1432,305912,24,24,5,6,1827,6,A95
1433,670641,31,23,20,6,7305,21,A95
1434,1040767,24,40,5,4,1826,5,A95
1435,605003,11,31,10,6,3653,11,A95
1436,1376503,11,34,28,1,10227,29,A95
1437,802106,37,21,10,6,3652,10,A95
1438,802106,37,8,10,6,3652,10,A95
1439,942907,37,18,10,6,3653,11,A95
1440,911820,11,45,10,6,3653,11,A95
1441,504975,11,30,10,6,3652,10,A95
1442,1393681,38,43,10,6,3653,11,A95
1443,29059,31,18,20,1,19724,55,A95
1444,1051067,11,17,5,1,3652,10,A95
1445,1755721,36,30,10,3,3652,10,A95
1446,37411,21,10,5,1,3653,11,A95
1447,37411,21,7,5,1,1826,5,A95
1448,1334271,11,19,10,6,18993,53,A95
1449,8980,21,61,15,4,5479,16,A95
1450,1073291,11,29,10,6,3653,11,A95
1451,137546,11,41,10,1,3653,11,A95
1452,1197674,26,38,10,6,3652,10,A95
1453,1794270,38,36,5,6,1826,5,A95
1454,1794270,38,36,5,6,1826,5,A95
1455,991952,21,25,5,3,1826,5,A95
1456,970588,32,11,5,1,3652,10,A95
1457,738010,11,27,10,6,3653,11,A95
1458,335553,38,43,5,6,1827,6,A95
1459,335553,38,56,5,6,1826,5,A95
1460,924638,21,57,10,1,21550,60,A95
1461,28105,22,27,10,6,3653,11,A95
1462,28105,22,34,10,3,3652,10,A95
1463,1430146,11,23,20,6,7305,21,A95
1464,5001,33,42,10,6,3653,11,A95
1465,1371212,34,31,10,6,3652,10,A95
1466,1032060,23,24,10,6,3653,11,A95
1467,510360,23,43,10,6,3653,11,A95
1468,1477401,37,19,10,6,3652,10,A95
1469,1769517,36,44,10,6,3652,10,A95
1470,1653409,21,46,10,6,3653,11,A95
1471,1161987,21,48,10,6,3653,11,A95
1472,1074721,11,29,10,6,3653,11,A95
1473,852004,38,85,10,1,3652,10,A95
1474,1447884,31,56,5,3,1826,5,A95
1475,1447884,31,40,5,3,1827,6,A95
1476,1791543,31,32,10,2,3653,11,A95
1477,1791543,31,17,10,1,3653,11,A95
1478,1624747,22,24,10,6,3653,11,A95
1479,579654,11,26,10,6,3653,11,A95
1480,107289,31,7,5,1,1826,5,A95
1481,107289,31,11,5,1,3652,10,A95
1482,961465,21,25,10,6,3653,11,A95
1483,194780,31,62,10,3,3653,11,A95
1484,194780,31,46,10,1,3652,10,A95
1485,42589,24,49,10,3,3652,10,A95
1486,1663656,21,36,5,3,1826,5,A95
1487,1663656,21,27,5,3,1826,5,A95
1488,248970,23,28,10,3,3653,11,A95
1489,111269,26,66,10,3,3652,10,A95
1490,424226,21,62,15,1,5479,16,A95
1491,849102,22,44,10,1,3652,10,A95
1492,1297075,22,32,5,3,1827,6,A95
1493,1297075,22,24,5,3,1826,5,A95
1494,808891,11,19,10,6,3653,11,A95
1495,238881,23,36,5,6,1827,6,A95
1496,238881,23,37,5,6,1826,5,A95
1497,445238,32,36,5,3,1827,6,A95
1498,1685187,31,15,5,4,1826,5,A95
1499,1685187,31,15,5,4,1827,6,A95
1500,1304249,33,43,10,6,3653,11,A95
1501,808895,32,24,10,6,3652,10,A95
1502,1521466,31,23,5,4,1826,5,A95
1503,1521466,31,23,5,4,1827,6,A95
1504,1521466,31,25,5,4,1827,6,A95
1505,1521466,31,25,5,4,1826,5,A95
1506,766092,32,34,20,1,15706,44,A95
1507,1826250,31,56,10,6,3652,10,A95
1508,1357914,21,29,20,1,7305,21,A95
1509,716314,25,37,10,6,3653,11,A95
1510,1648159,22,23,5,5,1826,5,A95
1511,1348021,36,55,10,3,3652,10,A95
1512,565133,31,31,15,4,5479,16,A95
1513,1868619,31,29,10,6,3652,10,A95
1514,223597,31,33,5,6,1826,5,A95
1515,223597,31,25,5,6,1827,6,A95
1516,223597,31,11,5,6,1827,6,A95
1517,152124,11,35,5,6,1826,5,A95
1518,152124,11,45,5,6,1827,6,A95
1519,1397479,11,21,10,6,3652,10,A95
1520,1397479,11,19,10,6,3652,10,A95
1521,738133,22,29,5,6,1826,5,A95
1522,738133,22,38,5,6,1826,5,A95
1523,738133,22,29,5,6,1826,5,A95
1524,1811201,11,12,10,7,3653,11,A95
1525,1268109,33,38,15,6,5479,16,A95
1526,1268109,33,45,5,6,15341,43,A95
1527,1268109,33,36,10,6,3653,11,A95
1528,1568669,26,24,10,6,3653,11,A95
1529,1071023,31,31,10,6,3652,10,A95
1530,678375,31,35,20,1,7305,21,A95
1531,1464839,36,14,5,1,3652,10,A95
1532,13681,31,68,20,4,10227,29,A95
1533,1245104,31,31,10,6,3652,10,A95
1534,1912629,11,34,20,1,11323,32,A95
1535,1346257,35,49,5,6,1827,6,A95
1536,1609330,39,32,10,3,3652,10,A95
1537,1709732,31,93,15,1,5479,16,A95
1538,1709732,31,59,10,6,3653,11,A95
1539,553089,31,42,10,3,3652,10,A95
1540,322549,35,31,10,6,18262,50,A95
1541,1306021,36,53,10,1,3653,11,A95
1542,1605821,24,30,10,6,3652,10,A95
1543,1605821,24,13,10,6,3652,10,A95
1544,910438,38,15,10,6,3653,11,A95
1545,910438,38,14,10,6,3653,11,A95
1546,910438,38,16,10,6,3653,11,A95
1547,313095,11,20,5,6,1826,5,A95
1548,313095,11,20,5,6,1826,5,A95
1549,1330725,11,30,10,3,3653,11,A95
1550,365696,11,12,5,1,1826,5,A95
1551,365696,11,21,5,1,3653,11,A95
1552,1080871,23,12,5,5,3652,10,A95
1553,873348,31,37,10,3,3652,10,A95
1554,869446,11,30,10,3,3653,11,A95
1555,470692,31,40,10,3,3652,10,A95
1556,1506821,21,44,5,6,1826,5,A95
1557,402957,31,47,20,1,17898,50,A95
1558,10038,21,75,10,1,3653,11,A95
1559,1004160,11,27,10,3,3652,10,A95
1560,621606,21,81,5,6,1826,5,A95
1561,1854843,34,44,5,1,1826,5,A95
1562,873160,21,26,5,6,1827,6,A95
1563,873160,21,26,5,6,1827,6,A95
1564,520257,34,30,5,6,1826,5,A95
1565,520257,34,30,5,6,1826,5,A95
1566,794339,22,21,10,6,3652,10,A95
1567,29680,23,26,5,6,1826,5,A95
1568,29680,23,35,5,6,1826,5,A95
1569,1808237,22,25,10,6,3653,11,A95
1570,1315379,21,57,10,1,3653,11,A95
1571,964284,11,40,10,1,3653,11,A95
1572,1157776,11,31,10,6,3653,11,A95
1573,1149584,31,24,10,6,3653,11,A95
1574,1127500,31,29,10,6,3653,11,A95
1575,639174,31,41,10,6,3653,11,A95
1576,686349,38,42,15,1,5479,16,A95
1577,1904891,11,31,10,6,3652,10,A95
1578,1735011,11,30,10,6,3653,11,A95
1579,1927598,31,52,10,6,3653,11,A95
1580,423911,34,33,10,3,3652,10,A95
1581,338751,11,29,5,6,1826,5,A95
1582,338751,11,29,5,6,1826,5,A95
1583,237712,34,47,10,6,3652,10,A95
1584,370374,31,22,20,6,7305,21,A95
1585,1357316,23,54,10,1,3653,11,A95
1586,1246272,11,27,10,3,3652,10,A95
1587,958037,31,66,5,6,1826,5,A95
1588,812193,11,30,5,6,1826,5,A95
1589,812193,11,35,5,6,1827,6,A95
1590,1517356,37,50,15,6,5479,16,A95
1591,861863,31,32,10,3,3653,11,A95
1592,984496,38,51,10,3,3653,11,A95
1593,790900,34,36,10,1,4749,14,A95
1594,790900,34,46,10,1,4749,14,A95
1595,1430179,22,16,5,1,3652,10,A95
1596,1241777,31,24,5,6,1827,6,A95
1597,1241777,31,24,5,6,1826,5,A95
1598,1241777,31,28,5,6,1826,5,A95
1599,250838,38,24,10,3,3652,10,A95
1600,1218197,31,41,10,3,3652,10,A95
1601,541670,25,28,5,5,3652,10,A95
1602,1864910,37,25,20,1,7305,21,A95
1603,1864910,37,27,10,6,3653,11,A95
1604,1792127,11,75,25,1,21915,61,A95
1605,695421,35,41,5,6,1826,5,A95
1606,147055,31,13,15,1,5479,16,A95
1607,147055,31,11,15,1,5479,16,A95
1608,803272,26,10,10,6,3653,11,A95
1609,1860692,31,27,5,5,1827,6,A95
1610,591568,31,26,10,6,3652,10,A95
1611,1282086,11,38,10,6,3652,10,A95
1612,443282,38,28,10,1,3653,11,A95
1613,1416136,21,18,10,6,3653,11,A95
1614,1416136,21,12,10,6,3653,11,A95
1615,948728,33,9,5,1,3652,10,A95
1616,1437672,21,54,5,6,1826,5,A95
1617,352185,31,53,5,6,1827,6,A95
1618,352185,31,45,5,6,1826,5,A95
1619,352185,31,19,10,6,3652,10,A95
1620,352185,31,16,10,6,3652,10,A95
1621,352185,31,18,10,6,3652,10,A95
1622,352185,31,17,10,6,3652,10,A95
1623,1693166,31,41,10,6,3653,11,A95
1624,181704,33,45,5,6,1826,5,A95
1625,181704,33,20,10,6,3652,10,A95
1626,1529705,24,33,20,1,24106,66,A95
1627,1364142,35,13,10,6,3653,11,A95
1628,1364142,35,23,10,6,3653,11,A95
1629,1811792,11,33,20,1,13149,37,A95
1630,291912,23,49,10,1,3653,11,A95
1631,485483,38,48,10,1,3652,10,A95
1632,898865,32,27,10,6,3652,10,A95
1633,860085,34,33,10,6,3653,11,A95
1634,1629462,33,28,10,6,19724,55,A95
1635,1173954,34,37,5,6,1826,5,A95
1636,1944144,31,27,10,6,3653,11,A95
1637,1944144,31,27,10,6,3652,10,A95
1638,108285,11,20,10,6,3652,10,A95
1639,108285,11,22,10,6,3652,10,A95
1640,108285,11,36,10,6,3653,11,A95
1641,697665,39,63,10,2,3653,11,A95
1642,461109,38,15,5,1,1826,5,A95
1643,461109,38,14,5,1,1827,6,A95
1644,1824999,24,25,5,6,1827,6,A95
1645,1824999,24,20,5,6,1826,5,A95
1646,1627595,22,32,10,6,3653,11,A95
1647,1627595,21,31,20,3,12784,36,A95
1648,1627595,21,27,20,3,12784,36,A95
1649,546533,33,29,15,6,5479,16,A95
1650,295817,11,49,10,6,3653,11,A95
1651,295817,11,29,5,6,1826,5,A95
1652,295817,11,38,5,6,1826,5,A95
1653,295817,11,29,10,6,3653,11,A95
1654,295817,11,21,10,6,3653,11,A95
1655,1788778,36,30,10,3,3653,11,A95
1656,662677,25,36,10,3,3652,10,A95
1657,371203,36,22,5,6,1826,5,A95
1658,371203,36,22,5,6,1826,5,A95
1659,78140,22,31,10,6,18628,52,A95
1660,1319074,23,41,10,1,3653,11,A95
1661,1081507,38,17,5,1,1826,5,A95
1662,351522,22,30,15,6,5479,16,A95
1663,201057,11,4,10,6,3653,11,A95
1664,201057,11,44,10,6,3653,11,A95
1665,908752,11,25,10,6,3653,11,A95
1666,908752,11,11,10,6,3653,11,A95
1667,908752,11,28,5,6,1826,5,A95
1668,908752,11,32,5,6,1827,6,A95
1669,1499620,31,42,5,3,1826,5,A95
1670,1711664,34,21,5,1,1826,5,A95
1671,754156,31,15,5,6,1827,6,A95
1672,754156,31,14,5,6,1826,5,A95
1673,100352,35,20,5,6,1826,5,A95
1674,100352,35,23,5,6,1827,6,A95
1675,1616962,31,33,5,3,1827,6,A95
1676,1616962,31,35,5,3,1826,5,A95
1677,1338096,38,73,5,3,1827,6,A95
1678,1875922,32,26,10,6,3653,11,A95
1679,459561,22,20,10,6,3652,10,A95
1680,459561,21,11,5,1,3652,10,A95
1681,1257468,31,55,5,6,1827,6,A95
1682,749329,31,36,10,2,20454,57,A95
1683,1916538,31,26,10,6,3653,11,A95
1684,1952834,33,38,10,6,3653,11,A95
1685,1598087,31,9,10,6,3652,10,A95
1686,1598087,31,24,10,6,3652,10,A95
1687,700051,35,38,5,3,1827,6,A95
1688,414682,21,46,15,6,5479,16,A95
1689,716532,39,35,10,1,3652,10,A95
1690,1527710,35,17,5,4,1827,6,A95
1691,1911102,23,24,10,6,3652,10,A95
1692,1311642,26,22,10,6,3652,10,A95
1693,1760719,11,37,5,6,1826,5,A95
1694,1760719,11,28,5,6,1826,5,A95
1695,1073707,11,28,5,6,1827,6,A95
1696,1672781,36,46,10,6,3653,11,A95
1697,1786380,11,12,5,1,3652,10,A95
1698,1786380,11,8,5,1,1826,5,A95
1699,759822,26,15,5,1,1826,5,A95
1700,1345525,11,28,20,6,7305,21,A95
1701,161693,22,60,15,3,5479,16,A95
1702,161693,22,64,15,3,5479,16,A95
1703,734226,25,20,5,5,3652,10,A95
1704,1605554,34,24,10,6,3653,11,A95
1705,760918,26,9,5,1,3652,10,A95
1706,760918,26,7,5,1,1826,5,A95
1707,1106724,38,22,10,3,3653,11,A95
1708,1168366,33,63,15,1,5479,16,A95
1709,1279971,38,38,5,1,1826,5,A95
1710,1279971,38,54,5,1,1827,6,A95
1711,348769,11,41,10,1,3653,11,A95
1712,960720,31,33,5,5,3652,10,A95
1713,1514929,34,34,10,6,3653,11,A95
1714,1873001,38,14,5,4,1826,5,A95
1715,1795193,31,23,5,6,1826,5,A95
1716,1710433,25,28,5,6,1826,5,A95
1717,1710433,25,30,5,6,1827,6,A95
1718,1649776,11,26,10,6,3652,10,A95
1719,1649776,21,7,10,6,3653,11,A95
1720,520401,31,66,15,1,5479,16,A95
1721,656267,31,49,10,1,3652,10,A95
1722,1943974,23,16,5,6,1827,6,A95
1723,1943974,23,43,5,6,1827,6,A95
1724,696996,31,24,5,1,1827,6,A95
1725,324109,21,22,5,6,1826,5,A95
1726,324109,21,24,5,6,1826,5,A95
1727,324109,21,80,5,1,1826,5,A95
1728,582197,36,51,5,6,1826,5,A95
1729,730262,22,9,10,6,3653,11,A95
1730,730262,22,6,10,6,3653,11,A95
1731,730262,22,18,10,6,3652,10,A95
1732,755060,11,39,10,6,3653,11,A95
1733,1871978,11,50,10,1,3653,11,A95
1734,509983,31,20,5,6,1826,5,A95
1735,509983,31,27,5,6,1827,6,A95
1736,798924,34,56,10,3,3652,10,A95
1737,26797,31,28,10,6,3653,11,A95
1738,1137991,23,30,10,1,3653,11,A95
1739,1311791,11,21,10,6,3653,11,A95
1740,1919049,31,61,15,6,5479,16,A95
1741,1227409,34,39,10,6,3653,11,A95
1742,1178391,22,15,5,1,1826,5,A95
1743,1178391,22,25,5,1,3653,11,A95
1744,1490152,36,40,10,6,3652,10,A95
1745,99945,31,35,10,6,3652,10,A95
1746,99945,31,36,10,6,3652,10,A95
1747,334093,11,31,10,6,3652,10,A95
1748,1758319,36,18,5,4,1826,5,A95
1749,1132808,11,52,5,3,1827,6,A95
1750,1132808,11,39,5,3,1826,5,A95
1751,589461,31,30,10,3,3652,10,A95
1752,23410,11,41,10,6,3653,11,A95
1753,1933852,11,6,10,6,3652,10,A95
1754,441195,22,22,10,6,3652,10,A95
1755,441195,22,15,10,6,3652,10,A95
1756,441195,22,6,10,6,3652,10,A95
1757,245788,31,23,10,6,3652,10,A95
1758,1542210,33,41,5,3,1827,6,A95
1759,1625677,22,29,5,6,1826,5,A95
1760,1625677,22,13,5,1,3652,10,A95
1761,1328664,22,44,5,6,1826,5,A95
1762,583908,31,22,5,6,1826,5,A95
1763,583908,31,22,5,6,1826,5,A95
1764,767753,37,44,5,6,1827,6,A95
1765,767753,37,31,5,6,1826,5,A95
1766,347143,26,28,10,3,3652,10,A95
1767,1673169,31,51,10,1,3653,11,A95
1768,298547,11,11,10,6,3652,10,A95
1769,298547,11,18,10,6,3652,10,A95
1770,298547,11,17,10,6,3652,10,A95
1771,522427,22,45,10,1,3653,11,A95
1772,1092512,21,50,5,6,1827,6,A95
1773,773473,23,12,5,6,1827,6,A95
1774,773473,23,35,5,6,1826,5,A95
1775,773473,23,47,5,6,1826,5,A95
1776,653997,31,42,5,1,1826,5,A95
1777,690067,32,45,5,3,1826,5,A95
1778,1120298,23,10,3,6,1096,4,A95
1779,1120298,23,10,3,6,1096,4,A95
1780,1120298,23,9,10,6,3652,10,A95
1781,1120298,23,10,10,6,3652,10,A95
1782,1161016,11,29,5,6,1826,5,A95
1783,1161016,11,29,5,6,1826,5,A95
1784,1006709,31,35,10,6,3652,10,A95
1785,439659,23,35,5,6,1827,6,A95
1786,439659,23,29,5,6,1826,5,A95
1787,439659,23,7,5,6,1827,6,A95
1788,1422488,11,38,10,6,3653,11,A95
1789,649610,31,29,10,6,3652,10,A95
1790,416304,23,37,25,1,9131,25,A95
1791,435096,31,36,20,1,23741,66,A95
1792,824607,31,22,10,6,3653,11,A95
1793,937471,35,41,5,3,1827,6,A95
1794,937471,35,33,5,3,1826,5,A95
1795,347819,11,9,10,6,3652,10,A95
1796,1486418,31,28,10,3,3653,11,A95
1797,360624,23,23,10,6,3652,10,A95
1798,1198780,11,44,10,3,3652,10,A95
1799,1190316,22,24,10,6,3652,10,A95
1800,1653930,34,33,5,4,1827,6,A95
1801,1653930,34,23,5,4,1826,5,A95
1802,1319092,23,42,10,6,3653,11,A95
1803,778921,36,27,10,6,3653,11,A95
1804,630394,11,27,10,3,3653,11,A95
1805,822137,26,8,5,1,1826,5,A95
1806,822137,26,18,10,6,3652,10,A95
1807,1051822,26,20,10,6,3653,11,A95
1808,1051822,26,24,10,6,3652,10,A95
1809,1051822,26,33,10,6,3652,10,A95
1810,1051822,26,34,10,6,3652,10,A95
1811,1707098,34,28,5,3,1826,5,A95
1812,362858,11,35,10,6,3653,11,A95
1813,1651071,23,27,10,6,3653,11,A95
1814,694778,22,23,24,1,8766,25,A95
1815,736453,32,64,10,1,3653,11,A95
1816,1419885,31,41,20,4,12053,33,A95
1817,1247148,11,37,5,3,1826,5,A95
1818,329297,11,30,10,6,3653,11,A95
1819,1945250,31,11,10,6,3652,10,A95
1820,1801757,33,38,20,6,7305,21,A95
1821,1179926,11,29,5,6,1827,6,A95
1822,804168,11,31,22,1,8035,22,A95
1823,1055631,33,41,10,6,3653,11,A95
1824,1201323,36,31,10,3,3652,10,A95
1825,914854,31,30,10,6,3653,11,A95
1826,1743735,36,27,10,6,3652,10,A95
1827,1101345,11,47,15,6,5479,16,A95
1828,1697635,11,30,10,6,3652,10,A95
1829,1274923,37,22,5,6,1826,5,A95
1830,980467,11,20,10,6,3652,10,A95
1831,980467,11,17,10,6,3652,10,A95
1832,980467,11,18,10,6,3652,10,A95
1833,980467,11,31,10,6,3652,10,A95
1834,951507,31,64,15,6,5478,15,A95
1835,143934,11,31,10,99,17167,48,A95
1836,33800,35,110,10,1,3653,11,A95
1837,85802,38,24,10,3,3652,10,A95
1838,1948408,26,54,5,6,1826,5,A95
1839,731058,31,17,5,5,3652,10,A95
1840,1580705,31,30,10,6,3652,10,A95
1841,1580705,31,12,10,6,3653,11,A95
1842,1423692,31,46,20,3,13149,37,A95
1843,1423692,31,47,20,3,13149,37,A95
1844,670551,23,31,10,6,3653,11,A95
1845,1121259,38,34,10,6,3652,10,A95
1846,1121259,38,39,5,6,1827,6,A95
1847,1121259,38,47,5,6,1826,5,A95
1848,218657,36,33,10,6,3653,11,A95
1849,958371,31,22,40,1,14610,41,A95
1850,228364,39,15,5,1,3652,10,A95
1851,1394184,25,12,5,6,1827,6,A95
1852,1394184,25,12,5,6,1826,5,A95
1853,256433,38,20,5,4,1827,6,A95
1854,782403,11,37,10,6,3653,11,A95
1855,752277,11,8,5,1,1826,5,A95
1856,752277,11,11,5,1,1826,5,A95
1857,752277,11,16,5,1,3653,11,A95
1858,752277,11,12,5,1,3653,11,A95
1859,1274561,31,21,15,1,5479,16,A95
1860,1285137,22,23,5,5,1826,5,A95
1861,1148213,31,15,10,6,3653,11,A95
1862,1459667,23,20,10,6,3652,10,A95
1863,911128,35,33,10,6,3652,10,A95
1864,911128,35,79,15,1,5479,16,A95
1865,63657,31,37,10,1,3653,11,A95
1866,782563,31,28,10,6,3653,11,A95
1867,39673,31,49,10,6,3652,10,A95
1868,1799958,22,38,5,6,1826,5,A95
1869,1799958,22,38,5,6,1826,5,A95
1870,223929,34,17,5,1,3652,10,A95
1871,1033718,22,20,10,6,3652,10,A95
1872,1033718,22,19,10,6,3652,10,A95
1873,70914,33,45,10,6,3653,11,A95
1874,1775575,38,28,5,6,1826,5,A95
1875,1550016,31,39,10,4,6940,20,A95
1876,180245,31,88,10,6,3653,11,A95
1877,1266751,21,32,5,1,1827,6,A95
1878,1873822,24,39,10,6,3652,10,A95
1879,1419832,11,16,10,6,3653,11,A95
1880,1617826,11,28,10,99,3653,11,A95
1881,1617826,11,28,10,1,3653,11,A95
1882,565321,31,30,5,4,1826,5,A95
1883,565321,31,38,5,4,1827,6,A95
1884,10023,21,32,10,3,3652,10,A95
1885,609884,21,13,5,6,1827,6,A95
